sale_id,product_id,sale_date,quantity_sold,unit_price,channel,region,discount_pct,is_returned,created_at,revenue,net_quantity,year,month,week,dow
13503,26,2024-04-05,19,58.74,online,North,15.0,False,2024-04-05,948.65,19,2024,4,14,4
13504,26,2024-04-05,3,65.65,retail,South,5.0,False,2024-04-05,187.1,3,2024,4,14,4
14146,27,2024-04-05,3,32.45,online,North,5.0,False,2024-04-05,92.48,3,2024,4,14,4
14147,27,2024-04-05,3,30.74,retail,West,10.0,True,2024-04-05,83.0,0,2024,4,14,4
14148,27,2024-04-05,20,34.16,online,East,0.0,False,2024-04-05,683.2,20,2024,4,14,4
14743,28,2024-04-05,11,346.62,retail,South,0.0,False,2024-04-05,3812.82,11,2024,4,14,4
15295,29,2024-04-05,2,219.49,wholesale,West,0.0,False,2024-04-05,438.98,2,2024,4,14,4
15747,30,2024-04-05,3,130.25,wholesale,East,0.0,False,2024-04-05,390.75,3,2024,4,14,4
16188,31,2024-04-05,17,29.9,retail,East,15.0,False,2024-04-05,432.05,17,2024,4,14,4
16783,32,2024-04-05,1,465.02,online,East,10.0,False,2024-04-05,418.52,1,2024,4,14,4
16784,32,2024-04-05,1,516.69,online,East,0.0,False,2024-04-05,516.69,1,2024,4,14,4
16785,32,2024-04-05,6,516.69,wholesale,East,0.0,False,2024-04-05,3100.14,6,2024,4,14,4
17330,33,2024-04-05,4,400.11,wholesale,East,0.0,False,2024-04-05,1600.44,4,2024,4,14,4
17331,33,2024-04-05,3,400.11,wholesale,East,0.0,False,2024-04-05,1200.33,3,2024,4,14,4
17332,33,2024-04-05,2,340.09,retail,West,15.0,False,2024-04-05,578.15,2,2024,4,14,4
17889,34,2024-04-05,5,266.95,retail,North,5.0,False,2024-04-05,1268.01,5,2024,4,14,4
18333,35,2024-04-05,13,31.15,wholesale,Central,5.0,False,2024-04-05,384.7,13,2024,4,14,4
18866,36,2024-04-05,3,188.79,retail,North,0.0,False,2024-04-05,566.37,3,2024,4,14,4
19233,37,2024-04-05,2,374.07,retail,West,0.0,False,2024-04-05,748.14,2,2024,4,14,4
19676,38,2024-04-05,9,91.43,retail,Central,0.0,False,2024-04-05,822.87,9,2024,4,14,4
19677,38,2024-04-05,5,86.86,wholesale,North,5.0,False,2024-04-05,412.58,5,2024,4,14,4
19678,38,2024-04-05,5,86.86,retail,North,5.0,False,2024-04-05,412.58,5,2024,4,14,4
20279,39,2024-04-05,19,18.95,online,South,0.0,False,2024-04-05,360.05,19,2024,4,14,4
20280,39,2024-04-05,11,18.95,wholesale,East,0.0,False,2024-04-05,208.45,11,2024,4,14,4
20857,40,2024-04-05,4,338.86,retail,South,0.0,False,2024-04-05,1355.44,4,2024,4,14,4
20858,40,2024-04-05,2,338.86,retail,North,0.0,False,2024-04-05,677.72,2,2024,4,14,4
87,1,2024-04-06,1,867.24,retail,West,0.0,True,2024-04-06,867.24,0,2024,4,14,5
559,2,2024-04-06,3,64.16,retail,East,0.0,False,2024-04-06,192.48,3,2024,4,14,5
1187,3,2024-04-06,9,33.07,retail,East,0.0,False,2024-04-06,297.63,9,2024,4,14,5
2072,5,2024-04-06,2,419.76,wholesale,North,15.0,False,2024-04-06,713.59,2,2024,4,14,5
2073,5,2024-04-06,5,493.84,wholesale,East,0.0,False,2024-04-06,2469.2,5,2024,4,14,5
2631,6,2024-04-06,2,289.37,online,North,0.0,False,2024-04-06,578.74,2,2024,4,14,5
2632,6,2024-04-06,2,274.9,online,West,5.0,False,2024-04-06,522.31,2,2024,4,14,5
3228,7,2024-04-06,2,20.1,online,North,10.0,False,2024-04-06,36.18,2,2024,4,14,5
3229,7,2024-04-06,4,22.33,retail,Central,0.0,False,2024-04-06,89.32,4,2024,4,14,5
3824,8,2024-04-06,5,127.14,online,East,0.0,False,2024-04-06,635.7,5,2024,4,14,5
4402,9,2024-04-06,1,231.93,online,South,5.0,False,2024-04-06,220.33,1,2024,4,14,5
4403,9,2024-04-06,7,244.14,retail,East,0.0,False,2024-04-06,1708.98,7,2024,4,14,5
4404,9,2024-04-06,1,244.14,online,South,0.0,False,2024-04-06,244.14,1,2024,4,14,5
5506,11,2024-04-06,26,7.68,retail,West,15.0,False,2024-04-06,169.73,26,2024,4,14,5
6025,12,2024-04-06,2,384.17,wholesale,East,0.0,False,2024-04-06,768.34,2,2024,4,14,5
6360,13,2024-04-06,1,762.11,retail,South,0.0,False,2024-04-06,762.11,1,2024,4,14,5
6730,14,2024-04-06,3,117.71,online,Central,0.0,False,2024-04-06,353.13,3,2024,4,14,5
6731,14,2024-04-06,9,105.94,retail,West,10.0,False,2024-04-06,858.11,9,2024,4,14,5
7322,15,2024-04-06,3,6.91,retail,South,5.0,False,2024-04-06,19.69,3,2024,4,14,5
7323,15,2024-04-06,1,7.27,online,North,0.0,False,2024-04-06,7.27,1,2024,4,14,5
7324,15,2024-04-06,8,6.91,online,Central,5.0,False,2024-04-06,52.52,8,2024,4,14,5
7925,16,2024-04-06,10,419.19,retail,South,5.0,False,2024-04-06,3982.3,10,2024,4,14,5
8439,17,2024-04-06,1,506.43,online,East,10.0,False,2024-04-06,455.79,1,2024,4,14,5
9003,18,2024-04-06,8,183.18,wholesale,Central,15.0,False,2024-04-06,1245.62,8,2024,4,14,5
9600,19,2024-04-06,6,40.43,retail,South,0.0,False,2024-04-06,242.58,6,2024,4,14,5
9601,19,2024-04-06,6,40.43,retail,East,0.0,False,2024-04-06,242.58,6,2024,4,14,5
10156,20,2024-04-06,3,133.7,online,East,5.0,False,2024-04-06,381.04,3,2024,4,14,5
10582,21,2024-04-06,2,258.84,wholesale,Central,10.0,False,2024-04-06,465.91,2,2024,4,14,5
11045,22,2024-04-06,5,28.14,wholesale,Central,15.0,False,2024-04-06,119.59,5,2024,4,14,5
11046,22,2024-04-06,24,31.45,online,West,5.0,False,2024-04-06,717.06,24,2024,4,14,5
11047,22,2024-04-06,2,33.1,retail,South,0.0,False,2024-04-06,66.2,2,2024,4,14,5
11685,23,2024-04-06,3,29.02,retail,South,15.0,False,2024-04-06,74.0,3,2024,4,14,5
12301,24,2024-04-06,2,293.47,online,West,0.0,False,2024-04-06,586.94,2,2024,4,14,5
12908,25,2024-04-06,1,78.71,retail,North,5.0,False,2024-04-06,74.77,1,2024,4,14,5
13505,26,2024-04-06,26,58.74,online,North,15.0,False,2024-04-06,1298.15,26,2024,4,14,5
14149,27,2024-04-06,7,29.04,retail,Central,15.0,False,2024-04-06,172.79,7,2024,4,14,5
14150,27,2024-04-06,19,34.16,wholesale,Central,0.0,False,2024-04-06,649.04,19,2024,4,14,5
14744,28,2024-04-06,2,346.62,retail,North,0.0,False,2024-04-06,693.24,2,2024,4,14,5
14745,28,2024-04-06,1,294.63,online,North,15.0,False,2024-04-06,250.44,1,2024,4,14,5
14746,28,2024-04-06,4,311.96,retail,East,10.0,False,2024-04-06,1123.06,4,2024,4,14,5
15296,29,2024-04-06,3,219.49,retail,Central,0.0,False,2024-04-06,658.47,3,2024,4,14,5
15748,30,2024-04-06,2,117.23,online,West,10.0,False,2024-04-06,211.01,2,2024,4,14,5
16189,31,2024-04-06,1,35.18,online,Central,0.0,False,2024-04-06,35.18,1,2024,4,14,5
16786,32,2024-04-06,3,465.02,wholesale,West,10.0,False,2024-04-06,1255.55,3,2024,4,14,5
17333,33,2024-04-06,1,400.11,retail,West,0.0,False,2024-04-06,400.11,1,2024,4,14,5
17890,34,2024-04-06,2,281.0,retail,Central,0.0,False,2024-04-06,562.0,2,2024,4,14,5
18334,35,2024-04-06,3,32.79,wholesale,North,0.0,False,2024-04-06,98.37,3,2024,4,14,5
18335,35,2024-04-06,6,31.15,retail,North,5.0,False,2024-04-06,177.55,6,2024,4,14,5
18336,35,2024-04-06,12,31.15,online,East,5.0,False,2024-04-06,355.11,12,2024,4,14,5
18867,36,2024-04-06,3,188.79,retail,Central,0.0,False,2024-04-06,566.37,3,2024,4,14,5
19234,37,2024-04-06,1,355.37,retail,West,5.0,False,2024-04-06,337.6,1,2024,4,14,5
19679,38,2024-04-06,7,91.43,retail,North,0.0,False,2024-04-06,640.01,7,2024,4,14,5
20281,39,2024-04-06,8,18.0,retail,South,5.0,False,2024-04-06,136.8,8,2024,4,14,5
20859,40,2024-04-06,3,338.86,retail,East,0.0,False,2024-04-06,1016.58,3,2024,4,14,5
88,1,2024-04-07,1,867.24,retail,East,0.0,False,2024-04-07,867.24,1,2024,4,14,6
560,2,2024-04-07,4,64.16,wholesale,West,0.0,False,2024-04-07,256.64,4,2024,4,14,6
1188,3,2024-04-07,13,28.11,retail,Central,15.0,False,2024-04-07,310.62,13,2024,4,14,6
1696,4,2024-04-07,1,528.93,online,North,10.0,False,2024-04-07,476.04,1,2024,4,14,6
2074,5,2024-04-07,1,493.84,online,West,0.0,False,2024-04-07,493.84,1,2024,4,14,6
2633,6,2024-04-07,1,289.37,retail,South,0.0,False,2024-04-07,289.37,1,2024,4,14,6
2634,6,2024-04-07,2,289.37,retail,North,0.0,False,2024-04-07,578.74,2,2024,4,14,6
2635,6,2024-04-07,4,289.37,retail,Central,0.0,False,2024-04-07,1157.48,4,2024,4,14,6
3230,7,2024-04-07,2,22.33,retail,Central,0.0,False,2024-04-07,44.66,2,2024,4,14,6
3825,8,2024-04-07,2,114.43,retail,South,10.0,False,2024-04-07,205.97,2,2024,4,14,6
3826,8,2024-04-07,6,101.71,retail,Central,20.0,False,2024-04-07,488.21,6,2024,4,14,6
4405,9,2024-04-07,1,244.14,retail,Central,0.0,False,2024-04-07,244.14,1,2024,4,14,6
4406,9,2024-04-07,1,244.14,retail,West,0.0,False,2024-04-07,244.14,1,2024,4,14,6
5507,11,2024-04-07,22,9.03,retail,Central,0.0,False,2024-04-07,198.66,22,2024,4,14,6
5508,11,2024-04-07,26,9.03,wholesale,Central,0.0,False,2024-04-07,234.78,26,2024,4,14,6
6026,12,2024-04-07,1,384.17,retail,Central,0.0,False,2024-04-07,384.17,1,2024,4,14,6
6732,14,2024-04-07,1,111.82,retail,East,5.0,False,2024-04-07,106.23,1,2024,4,14,6
6733,14,2024-04-07,2,117.71,wholesale,Central,0.0,False,2024-04-07,235.42,2,2024,4,14,6
6734,14,2024-04-07,1,117.71,online,North,0.0,False,2024-04-07,117.71,1,2024,4,14,6
7325,15,2024-04-07,1,7.27,online,Central,0.0,False,2024-04-07,7.27,1,2024,4,14,6
7326,15,2024-04-07,9,6.54,retail,East,10.0,False,2024-04-07,52.97,9,2024,4,14,6
7327,15,2024-04-07,3,7.27,online,North,0.0,False,2024-04-07,21.81,3,2024,4,14,6
7926,16,2024-04-07,7,441.25,wholesale,East,0.0,False,2024-04-07,3088.75,7,2024,4,14,6
8440,17,2024-04-07,3,562.7,retail,South,0.0,False,2024-04-07,1688.1,3,2024,4,14,6
9004,18,2024-04-07,1,215.51,online,East,0.0,False,2024-04-07,215.51,1,2024,4,14,6
9005,18,2024-04-07,8,172.41,online,West,20.0,False,2024-04-07,1103.42,8,2024,4,14,6
9602,19,2024-04-07,6,40.43,retail,South,0.0,False,2024-04-07,242.58,6,2024,4,14,6
9603,19,2024-04-07,11,38.41,retail,North,5.0,False,2024-04-07,401.38,11,2024,4,14,6
10157,20,2024-04-07,3,133.7,wholesale,West,5.0,False,2024-04-07,381.04,3,2024,4,14,6
10583,21,2024-04-07,1,244.46,retail,South,15.0,False,2024-04-07,207.79,1,2024,4,14,6
11048,22,2024-04-07,4,26.48,retail,East,20.0,False,2024-04-07,84.74,4,2024,4,14,6
11049,22,2024-04-07,6,33.1,retail,North,0.0,False,2024-04-07,198.6,6,2024,4,14,6
11050,22,2024-04-07,7,28.14,retail,South,15.0,False,2024-04-07,167.43,7,2024,4,14,6
11686,23,2024-04-07,10,30.73,online,South,10.0,False,2024-04-07,276.57,10,2024,4,14,6
12302,24,2024-04-07,2,293.47,retail,West,0.0,False,2024-04-07,586.94,2,2024,4,14,6
12303,24,2024-04-07,1,234.78,wholesale,South,20.0,False,2024-04-07,187.82,1,2024,4,14,6
12304,24,2024-04-07,2,264.12,retail,West,10.0,False,2024-04-07,475.42,2,2024,4,14,6
12909,25,2024-04-07,2,78.71,online,South,5.0,False,2024-04-07,149.55,2,2024,4,14,6
12910,25,2024-04-07,10,78.71,retail,Central,5.0,False,2024-04-07,747.74,10,2024,4,14,6
13506,26,2024-04-07,9,55.29,wholesale,North,20.0,False,2024-04-07,398.09,9,2024,4,14,6
14151,27,2024-04-07,3,34.16,retail,Central,0.0,False,2024-04-07,102.48,3,2024,4,14,6
14152,27,2024-04-07,13,34.16,retail,South,0.0,False,2024-04-07,444.08,13,2024,4,14,6
14747,28,2024-04-07,2,294.63,wholesale,North,15.0,False,2024-04-07,500.87,2,2024,4,14,6
14748,28,2024-04-07,7,277.3,retail,East,20.0,False,2024-04-07,1552.88,7,2024,4,14,6
15297,29,2024-04-07,2,219.49,retail,Central,0.0,False,2024-04-07,438.98,2,2024,4,14,6
15749,30,2024-04-07,1,123.74,wholesale,East,5.0,False,2024-04-07,117.55,1,2024,4,14,6
16190,31,2024-04-07,5,35.18,retail,East,0.0,False,2024-04-07,175.9,5,2024,4,14,6
16191,31,2024-04-07,1,35.18,online,East,0.0,False,2024-04-07,35.18,1,2024,4,14,6
16192,31,2024-04-07,11,35.18,retail,East,0.0,False,2024-04-07,386.98,11,2024,4,14,6
16787,32,2024-04-07,1,516.69,retail,Central,0.0,False,2024-04-07,516.69,1,2024,4,14,6
17334,33,2024-04-07,3,380.1,retail,West,5.0,False,2024-04-07,1083.29,3,2024,4,14,6
17891,34,2024-04-07,4,281.0,retail,South,0.0,False,2024-04-07,1124.0,4,2024,4,14,6
18337,35,2024-04-07,13,32.79,online,East,0.0,False,2024-04-07,426.27,13,2024,4,14,6
18868,36,2024-04-07,1,169.91,retail,North,10.0,False,2024-04-07,152.92,1,2024,4,14,6
19235,37,2024-04-07,1,374.07,wholesale,South,0.0,False,2024-04-07,374.07,1,2024,4,14,6
19680,38,2024-04-07,9,82.29,online,Central,10.0,False,2024-04-07,666.55,9,2024,4,14,6
20282,39,2024-04-07,26,18.95,online,Central,0.0,False,2024-04-07,492.7,26,2024,4,14,6
20860,40,2024-04-07,1,338.86,online,Central,0.0,False,2024-04-07,338.86,1,2024,4,14,6
20861,40,2024-04-07,2,338.86,online,South,0.0,False,2024-04-07,677.72,2,2024,4,14,6
89,1,2024-04-08,1,693.79,retail,West,20.0,False,2024-04-08,555.03,1,2024,4,15,0
561,2,2024-04-08,16,64.16,wholesale,Central,0.0,False,2024-04-08,1026.56,16,2024,4,15,0
1189,3,2024-04-08,3,31.42,retail,North,5.0,False,2024-04-08,89.55,3,2024,4,15,0
1190,3,2024-04-08,2,33.07,retail,South,0.0,False,2024-04-08,66.14,2,2024,4,15,0
1191,3,2024-04-08,2,31.42,online,North,5.0,False,2024-04-08,59.7,2,2024,4,15,0
1697,4,2024-04-08,1,528.93,retail,Central,10.0,False,2024-04-08,476.04,1,2024,4,15,0
2075,5,2024-04-08,1,419.76,wholesale,East,15.0,False,2024-04-08,356.8,1,2024,4,15,0
2076,5,2024-04-08,2,493.84,online,Central,0.0,False,2024-04-08,987.68,2,2024,4,15,0
2636,6,2024-04-08,10,289.37,retail,West,0.0,False,2024-04-08,2893.7,10,2024,4,15,0
3231,7,2024-04-08,1,22.33,retail,East,0.0,False,2024-04-08,22.33,1,2024,4,15,0
3232,7,2024-04-08,4,21.21,online,West,5.0,False,2024-04-08,80.6,4,2024,4,15,0
3233,7,2024-04-08,13,17.86,wholesale,Central,20.0,False,2024-04-08,185.74,13,2024,4,15,0
3827,8,2024-04-08,13,120.78,retail,West,5.0,False,2024-04-08,1491.63,13,2024,4,15,0
4407,9,2024-04-08,3,244.14,retail,West,0.0,False,2024-04-08,732.42,3,2024,4,15,0
5509,11,2024-04-08,20,9.03,wholesale,South,0.0,False,2024-04-08,180.6,20,2024,4,15,0
6027,12,2024-04-08,4,345.75,wholesale,North,10.0,False,2024-04-08,1244.7,4,2024,4,15,0
6361,13,2024-04-08,1,762.11,wholesale,South,0.0,False,2024-04-08,762.11,1,2024,4,15,0
6735,14,2024-04-08,4,117.71,online,Central,0.0,False,2024-04-08,470.84,4,2024,4,15,0
6736,14,2024-04-08,10,111.82,online,Central,5.0,False,2024-04-08,1062.29,10,2024,4,15,0
7328,15,2024-04-08,3,7.27,online,Central,0.0,False,2024-04-08,21.81,3,2024,4,15,0
7329,15,2024-04-08,5,7.27,wholesale,West,0.0,False,2024-04-08,36.35,5,2024,4,15,0
7927,16,2024-04-08,4,419.19,retail,East,5.0,False,2024-04-08,1592.92,4,2024,4,15,0
7928,16,2024-04-08,12,441.25,retail,West,0.0,False,2024-04-08,5295.0,12,2024,4,15,0
7929,16,2024-04-08,1,441.25,online,North,0.0,False,2024-04-08,441.25,1,2024,4,15,0
8441,17,2024-04-08,2,506.43,retail,Central,10.0,False,2024-04-08,911.57,2,2024,4,15,0
9006,18,2024-04-08,23,215.51,online,North,0.0,False,2024-04-08,4956.73,23,2024,4,15,0
9604,19,2024-04-08,4,40.43,retail,West,0.0,False,2024-04-08,161.72,4,2024,4,15,0
10158,20,2024-04-08,5,126.67,retail,Central,10.0,False,2024-04-08,570.02,5,2024,4,15,0
10584,21,2024-04-08,1,230.08,online,West,20.0,False,2024-04-08,184.06,1,2024,4,15,0
11051,22,2024-04-08,10,33.1,retail,South,0.0,False,2024-04-08,331.0,10,2024,4,15,0
11052,22,2024-04-08,8,29.79,retail,North,10.0,False,2024-04-08,214.49,8,2024,4,15,0
11053,22,2024-04-08,8,33.1,retail,Central,0.0,False,2024-04-08,264.8,8,2024,4,15,0
11687,23,2024-04-08,21,29.02,retail,North,15.0,False,2024-04-08,518.01,21,2024,4,15,0
12305,24,2024-04-08,1,293.47,retail,South,0.0,False,2024-04-08,293.47,1,2024,4,15,0
12911,25,2024-04-08,11,82.85,retail,Central,0.0,False,2024-04-08,911.35,11,2024,4,15,0
13507,26,2024-04-08,15,69.11,retail,South,0.0,False,2024-04-08,1036.65,15,2024,4,15,0
13508,26,2024-04-08,4,69.11,retail,West,0.0,False,2024-04-08,276.44,4,2024,4,15,0
14153,27,2024-04-08,17,34.16,retail,West,0.0,False,2024-04-08,580.72,17,2024,4,15,0
14749,28,2024-04-08,1,346.62,retail,South,0.0,False,2024-04-08,346.62,1,2024,4,15,0
14750,28,2024-04-08,5,346.62,retail,East,0.0,False,2024-04-08,1733.1,5,2024,4,15,0
14751,28,2024-04-08,2,346.62,online,South,0.0,False,2024-04-08,693.24,2,2024,4,15,0
15298,29,2024-04-08,2,219.49,online,West,0.0,False,2024-04-08,438.98,2,2024,4,15,0
15299,29,2024-04-08,1,186.57,retail,Central,15.0,False,2024-04-08,158.58,1,2024,4,15,0
15750,30,2024-04-08,2,130.25,online,West,0.0,False,2024-04-08,260.5,2,2024,4,15,0
16193,31,2024-04-08,25,35.18,online,East,0.0,False,2024-04-08,879.5,25,2024,4,15,0
16788,32,2024-04-08,2,516.69,retail,East,0.0,False,2024-04-08,1033.38,2,2024,4,15,0
17335,33,2024-04-08,6,400.11,retail,Central,0.0,False,2024-04-08,2400.66,6,2024,4,15,0
17892,34,2024-04-08,2,281.0,retail,Central,0.0,False,2024-04-08,562.0,2,2024,4,15,0
18338,35,2024-04-08,3,32.79,retail,North,0.0,False,2024-04-08,98.37,3,2024,4,15,0
18339,35,2024-04-08,7,32.79,retail,North,0.0,False,2024-04-08,229.53,7,2024,4,15,0
18340,35,2024-04-08,3,29.51,retail,Central,10.0,False,2024-04-08,79.68,3,2024,4,15,0
18869,36,2024-04-08,2,151.03,wholesale,North,20.0,False,2024-04-08,241.65,2,2024,4,15,0
19236,37,2024-04-08,4,374.07,retail,West,0.0,False,2024-04-08,1496.28,4,2024,4,15,0
19681,38,2024-04-08,6,91.43,online,South,0.0,False,2024-04-08,548.58,6,2024,4,15,0
19682,38,2024-04-08,1,82.29,online,Central,10.0,False,2024-04-08,74.06,1,2024,4,15,0
20283,39,2024-04-08,11,16.11,online,East,15.0,False,2024-04-08,150.63,11,2024,4,15,0
20284,39,2024-04-08,13,18.95,retail,South,0.0,False,2024-04-08,246.35,13,2024,4,15,0
20862,40,2024-04-08,5,338.86,online,South,0.0,False,2024-04-08,1694.3,5,2024,4,15,0
90,1,2024-04-09,5,867.24,wholesale,Central,0.0,False,2024-04-09,4336.2,5,2024,4,15,1
562,2,2024-04-09,12,51.33,retail,Central,20.0,False,2024-04-09,492.77,12,2024,4,15,1
563,2,2024-04-09,26,64.16,retail,South,0.0,False,2024-04-09,1668.16,26,2024,4,15,1
1192,3,2024-04-09,8,31.42,online,South,5.0,False,2024-04-09,238.79,8,2024,4,15,1
1193,3,2024-04-09,15,29.76,online,Central,10.0,False,2024-04-09,401.76,15,2024,4,15,1
1698,4,2024-04-09,1,587.7,online,East,0.0,False,2024-04-09,587.7,1,2024,4,15,1
2077,5,2024-04-09,9,493.84,retail,East,0.0,False,2024-04-09,4444.56,9,2024,4,15,1
2637,6,2024-04-09,5,245.96,retail,Central,15.0,False,2024-04-09,1045.33,5,2024,4,15,1
3234,7,2024-04-09,24,22.33,retail,Central,0.0,False,2024-04-09,535.92,24,2024,4,15,1
3828,8,2024-04-09,1,127.14,retail,West,0.0,False,2024-04-09,127.14,1,2024,4,15,1
3829,8,2024-04-09,5,120.78,retail,Central,5.0,False,2024-04-09,573.7,5,2024,4,15,1
3830,8,2024-04-09,1,120.78,online,North,5.0,False,2024-04-09,114.74,1,2024,4,15,1
4408,9,2024-04-09,7,219.73,online,West,10.0,False,2024-04-09,1384.3,7,2024,4,15,1
5510,11,2024-04-09,26,9.03,wholesale,East,0.0,False,2024-04-09,234.78,26,2024,4,15,1
5511,11,2024-04-09,26,8.58,retail,Central,5.0,False,2024-04-09,211.93,26,2024,4,15,1
5512,11,2024-04-09,13,9.03,retail,West,0.0,False,2024-04-09,117.39,13,2024,4,15,1
6028,12,2024-04-09,1,384.17,retail,West,0.0,False,2024-04-09,384.17,1,2024,4,15,1
6362,13,2024-04-09,1,762.11,online,Central,0.0,False,2024-04-09,762.11,1,2024,4,15,1
6737,14,2024-04-09,4,105.94,wholesale,West,10.0,False,2024-04-09,381.38,4,2024,4,15,1
6738,14,2024-04-09,1,117.71,online,North,0.0,False,2024-04-09,117.71,1,2024,4,15,1
7330,15,2024-04-09,1,7.27,online,North,0.0,False,2024-04-09,7.27,1,2024,4,15,1
7331,15,2024-04-09,10,7.27,wholesale,South,0.0,False,2024-04-09,72.7,10,2024,4,15,1
7332,15,2024-04-09,6,6.54,online,South,10.0,False,2024-04-09,35.32,6,2024,4,15,1
7930,16,2024-04-09,3,397.12,retail,North,10.0,False,2024-04-09,1072.22,3,2024,4,15,1
7931,16,2024-04-09,20,441.25,wholesale,North,0.0,False,2024-04-09,8825.0,20,2024,4,15,1
8442,17,2024-04-09,6,534.57,retail,Central,5.0,False,2024-04-09,3047.05,6,2024,4,15,1
9007,18,2024-04-09,7,204.73,online,West,5.0,False,2024-04-09,1361.45,7,2024,4,15,1
9605,19,2024-04-09,19,40.43,wholesale,East,0.0,False,2024-04-09,768.17,19,2024,4,15,1
10159,20,2024-04-09,1,133.7,retail,South,5.0,False,2024-04-09,127.01,1,2024,4,15,1
10585,21,2024-04-09,4,258.84,wholesale,Central,10.0,False,2024-04-09,931.82,4,2024,4,15,1
11054,22,2024-04-09,3,28.14,wholesale,North,15.0,False,2024-04-09,71.76,3,2024,4,15,1
11055,22,2024-04-09,4,31.45,online,North,5.0,False,2024-04-09,119.51,4,2024,4,15,1
11056,22,2024-04-09,9,33.1,retail,West,0.0,False,2024-04-09,297.9,9,2024,4,15,1
11688,23,2024-04-09,2,34.14,retail,North,0.0,False,2024-04-09,68.28,2,2024,4,15,1
11689,23,2024-04-09,26,29.02,online,Central,15.0,False,2024-04-09,641.34,26,2024,4,15,1
12306,24,2024-04-09,1,278.8,retail,East,5.0,False,2024-04-09,264.86,1,2024,4,15,1
12307,24,2024-04-09,8,293.47,online,East,0.0,False,2024-04-09,2347.76,8,2024,4,15,1
12912,25,2024-04-09,2,74.56,retail,East,10.0,False,2024-04-09,134.21,2,2024,4,15,1
13509,26,2024-04-09,20,55.29,retail,Central,20.0,False,2024-04-09,884.64,20,2024,4,15,1
13510,26,2024-04-09,17,69.11,online,West,0.0,False,2024-04-09,1174.87,17,2024,4,15,1
14154,27,2024-04-09,2,32.45,wholesale,West,5.0,False,2024-04-09,61.66,2,2024,4,15,1
14155,27,2024-04-09,4,34.16,retail,East,0.0,False,2024-04-09,136.64,4,2024,4,15,1
14752,28,2024-04-09,1,346.62,online,North,0.0,False,2024-04-09,346.62,1,2024,4,15,1
15300,29,2024-04-09,5,219.49,retail,East,0.0,False,2024-04-09,1097.45,5,2024,4,15,1
15751,30,2024-04-09,4,130.25,retail,South,0.0,False,2024-04-09,521.0,4,2024,4,15,1
16194,31,2024-04-09,7,35.18,wholesale,Central,0.0,False,2024-04-09,246.26,7,2024,4,15,1
16789,32,2024-04-09,3,465.02,retail,North,10.0,False,2024-04-09,1255.55,3,2024,4,15,1
17336,33,2024-04-09,2,400.11,retail,North,0.0,False,2024-04-09,800.22,2,2024,4,15,1
17893,34,2024-04-09,1,281.0,retail,Central,0.0,False,2024-04-09,281.0,1,2024,4,15,1
18341,35,2024-04-09,20,31.15,online,North,5.0,False,2024-04-09,591.85,20,2024,4,15,1
18870,36,2024-04-09,1,188.79,retail,West,0.0,False,2024-04-09,188.79,1,2024,4,15,1
19237,37,2024-04-09,1,374.07,retail,North,0.0,False,2024-04-09,374.07,1,2024,4,15,1
19683,38,2024-04-09,12,86.86,retail,South,5.0,False,2024-04-09,990.2,12,2024,4,15,1
20285,39,2024-04-09,26,16.11,online,Central,15.0,False,2024-04-09,356.03,26,2024,4,15,1
20863,40,2024-04-09,2,304.97,online,South,10.0,False,2024-04-09,548.95,2,2024,4,15,1
20864,40,2024-04-09,1,338.86,online,North,0.0,False,2024-04-09,338.86,1,2024,4,15,1
20865,40,2024-04-09,2,338.86,retail,South,0.0,False,2024-04-09,677.72,2,2024,4,15,1
91,1,2024-04-10,2,867.24,retail,Central,0.0,False,2024-04-10,1734.48,2,2024,4,15,2
564,2,2024-04-10,7,64.16,retail,South,0.0,False,2024-04-10,449.12,7,2024,4,15,2
565,2,2024-04-10,1,64.16,retail,North,0.0,False,2024-04-10,64.16,1,2024,4,15,2
566,2,2024-04-10,23,57.74,retail,South,10.0,False,2024-04-10,1195.22,23,2024,4,15,2
1194,3,2024-04-10,9,26.46,online,East,20.0,False,2024-04-10,190.51,9,2024,4,15,2
1195,3,2024-04-10,3,33.07,retail,South,0.0,False,2024-04-10,99.21,3,2024,4,15,2
1699,4,2024-04-10,1,558.32,online,West,5.0,False,2024-04-10,530.4,1,2024,4,15,2
2078,5,2024-04-10,4,395.07,retail,South,20.0,False,2024-04-10,1264.22,4,2024,4,15,2
2638,6,2024-04-10,5,289.37,online,Central,0.0,False,2024-04-10,1446.85,5,2024,4,15,2
3831,8,2024-04-10,4,127.14,online,North,0.0,False,2024-04-10,508.56,4,2024,4,15,2
4409,9,2024-04-10,1,244.14,retail,West,0.0,False,2024-04-10,244.14,1,2024,4,15,2
4410,9,2024-04-10,1,244.14,online,East,0.0,False,2024-04-10,244.14,1,2024,4,15,2
5513,11,2024-04-10,26,9.03,online,West,0.0,False,2024-04-10,234.78,26,2024,4,15,2
6029,12,2024-04-10,3,384.17,online,North,0.0,False,2024-04-10,1152.51,3,2024,4,15,2
6363,13,2024-04-10,1,762.11,online,West,0.0,False,2024-04-10,762.11,1,2024,4,15,2
6739,14,2024-04-10,12,117.71,retail,West,0.0,False,2024-04-10,1412.52,12,2024,4,15,2
7333,15,2024-04-10,6,6.18,wholesale,East,15.0,False,2024-04-10,31.52,6,2024,4,15,2
