inventory_id,product_id,snapshot_date,warehouse_id,quantity_on_hand,quantity_reserved,reorder_triggered,unit_cost_snapshot,created_at,reorder_point,reorder_quantity,quantity_available,is_below_reorder
1800,5,2024-12-01,WH-001,3,0,False,371.51,2024-12-01,53,212,3,True
1801,5,2024-12-02,WH-001,0,0,False,375.04,2024-12-02,53,212,0,True
1802,5,2024-12-03,WH-001,0,0,False,389.44,2024-12-03,53,212,0,True
1803,5,2024-12-04,WH-001,0,0,False,390.68,2024-12-04,53,212,0,True
1804,5,2024-12-05,WH-001,194,47,False,382.93,2024-12-05,53,212,147,False
1805,5,2024-12-06,WH-001,189,40,False,385.61,2024-12-06,53,212,149,False
1806,5,2024-12-07,WH-001,180,19,False,387.17,2024-12-07,53,212,161,False
1807,5,2024-12-08,WH-001,178,17,False,393.6,2024-12-08,53,212,161,False
1808,5,2024-12-09,WH-001,174,43,False,374.19,2024-12-09,53,212,131,False
1809,5,2024-12-10,WH-001,159,11,False,383.43,2024-12-10,53,212,148,False
1810,5,2024-12-11,WH-001,143,9,False,393.46,2024-12-11,53,212,134,False
1811,5,2024-12-12,WH-001,138,5,False,388.36,2024-12-12,53,212,133,False
1812,5,2024-12-13,WH-001,134,27,False,386.65,2024-12-13,53,212,107,False
1813,5,2024-12-14,WH-001,131,16,False,378.76,2024-12-14,53,212,115,False
1814,5,2024-12-15,WH-001,124,1,False,378.91,2024-12-15,53,212,123,False
1815,5,2024-12-16,WH-001,119,21,False,389.62,2024-12-16,53,212,98,False
1816,5,2024-12-17,WH-001,105,12,False,385.26,2024-12-17,53,212,93,False
1817,5,2024-12-18,WH-001,99,2,False,384.69,2024-12-18,53,212,97,False
1818,5,2024-12-19,WH-001,89,15,False,376.94,2024-12-19,53,212,74,False
1819,5,2024-12-20,WH-001,80,0,False,383.24,2024-12-20,53,212,80,False
1820,5,2024-12-21,WH-001,72,9,False,378.37,2024-12-21,53,212,63,False
1821,5,2024-12-22,WH-001,71,2,False,377.89,2024-12-22,53,212,69,False
1822,5,2024-12-23,WH-001,60,14,False,378.14,2024-12-23,53,212,46,True
1823,5,2024-12-24,WH-001,33,4,True,378.29,2024-12-24,53,212,29,True
1824,5,2024-12-25,WH-001,32,7,False,390.96,2024-12-25,53,212,25,True
1825,5,2024-12-26,WH-001,26,5,False,393.68,2024-12-26,53,212,21,True
1826,5,2024-12-27,WH-001,13,2,False,392.48,2024-12-27,53,212,11,True
1827,5,2024-12-28,WH-001,2,0,False,389.3,2024-12-28,53,212,2,True
1828,5,2024-12-29,WH-001,0,0,False,388.46,2024-12-29,53,212,0,True
1829,5,2024-12-30,WH-001,0,0,False,386.06,2024-12-30,53,212,0,True
1830,5,2024-12-31,WH-001,205,2,False,393.35,2024-12-31,53,212,203,False
1831,6,2024-01-01,WH-001,87,14,False,98.53,2024-01-01,49,196,73,False
1832,6,2024-01-02,WH-001,83,14,False,98.4,2024-01-02,49,196,69,False
1833,6,2024-01-03,WH-001,80,3,False,100.78,2024-01-03,49,196,77,False
1834,6,2024-01-04,WH-001,69,12,False,101.71,2024-01-04,49,196,57,False
1835,6,2024-01-05,WH-001,64,8,False,98.2,2024-01-05,49,196,56,False
1836,6,2024-01-06,WH-001,61,12,False,102.86,2024-01-06,49,196,49,True
1837,6,2024-01-07,WH-001,60,8,False,103.11,2024-01-07,49,196,52,False
1838,6,2024-01-08,WH-001,56,1,False,101.65,2024-01-08,49,196,55,False
1839,6,2024-01-09,WH-001,55,1,False,100.47,2024-01-09,49,196,54,False
1840,6,2024-01-10,WH-001,54,6,False,97.79,2024-01-10,49,196,48,True
1841,6,2024-01-11,WH-001,53,10,False,98.34,2024-01-11,49,196,43,True
1842,6,2024-01-12,WH-001,47,4,True,101.95,2024-01-12,49,196,43,True
1843,6,2024-01-13,WH-001,43,10,False,102.29,2024-01-13,49,196,33,True
1844,6,2024-01-14,WH-001,42,10,False,103.53,2024-01-14,49,196,32,True
1845,6,2024-01-15,WH-001,37,0,False,101.83,2024-01-15,49,196,37,True
1846,6,2024-01-16,WH-001,34,2,False,99.23,2024-01-16,49,196,32,True
1847,6,2024-01-17,WH-001,33,8,False,100.74,2024-01-17,49,196,25,True
1848,6,2024-01-18,WH-001,31,1,False,100.73,2024-01-18,49,196,30,True
1849,6,2024-01-19,WH-001,27,3,False,101.41,2024-01-19,49,196,24,True
1850,6,2024-01-20,WH-001,23,5,False,100.06,2024-01-20,49,196,18,True
1851,6,2024-01-21,WH-001,22,1,False,98.25,2024-01-21,49,196,21,True
1852,6,2024-01-22,WH-001,21,3,False,103.17,2024-01-22,49,196,18,True
1853,6,2024-01-23,WH-001,15,3,False,98.94,2024-01-23,49,196,12,True
1854,6,2024-01-24,WH-001,207,15,False,100.4,2024-01-24,49,196,192,False
1855,6,2024-01-25,WH-001,205,13,False,101.58,2024-01-25,49,196,192,False
1856,6,2024-01-26,WH-001,196,26,False,101.8,2024-01-26,49,196,170,False
1857,6,2024-01-27,WH-001,192,22,False,101.48,2024-01-27,49,196,170,False
1858,6,2024-01-28,WH-001,190,15,False,99.06,2024-01-28,49,196,175,False
1859,6,2024-01-29,WH-001,182,40,False,100.63,2024-01-29,49,196,142,False
1860,6,2024-01-30,WH-001,176,34,False,98.74,2024-01-30,49,196,142,False
1861,6,2024-01-31,WH-001,175,18,False,102.85,2024-01-31,49,196,157,False
1862,6,2024-02-01,WH-001,172,9,False,103.55,2024-02-01,49,196,163,False
1863,6,2024-02-02,WH-001,171,16,False,101.21,2024-02-02,49,196,155,False
1864,6,2024-02-03,WH-001,170,36,False,97.81,2024-02-03,49,196,134,False
1865,6,2024-02-04,WH-001,164,9,False,100.67,2024-02-04,49,196,155,False
1866,6,2024-02-05,WH-001,160,1,False,100.62,2024-02-05,49,196,159,False
1867,6,2024-02-06,WH-001,157,25,False,99.64,2024-02-06,49,196,132,False
1868,6,2024-02-07,WH-001,156,36,False,99.75,2024-02-07,49,196,120,False
1869,6,2024-02-08,WH-001,147,0,False,100.91,2024-02-08,49,196,147,False
1870,6,2024-02-09,WH-001,144,14,False,100.38,2024-02-09,49,196,130,False
1871,6,2024-02-10,WH-001,143,2,False,100.06,2024-02-10,49,196,141,False
1872,6,2024-02-11,WH-001,142,28,False,103.41,2024-02-11,49,196,114,False
1873,6,2024-02-12,WH-001,137,27,False,100.89,2024-02-12,49,196,110,False
1874,6,2024-02-13,WH-001,131,8,False,100.27,2024-02-13,49,196,123,False
1875,6,2024-02-14,WH-001,126,17,False,103.59,2024-02-14,49,196,109,False
1876,6,2024-02-15,WH-001,116,4,False,101.94,2024-02-15,49,196,112,False
1877,6,2024-02-16,WH-001,113,1,False,98.68,2024-02-16,49,196,112,False
1878,6,2024-02-17,WH-001,109,12,False,102.96,2024-02-17,49,196,97,False
1879,6,2024-02-18,WH-001,108,19,False,99.56,2024-02-18,49,196,89,False
1880,6,2024-02-19,WH-001,107,9,False,97.77,2024-02-19,49,196,98,False
1881,6,2024-02-20,WH-001,102,18,False,100.39,2024-02-20,49,196,84,False
1882,6,2024-02-21,WH-001,99,22,False,101.7,2024-02-21,49,196,77,False
1883,6,2024-02-22,WH-001,96,17,False,103.57,2024-02-22,49,196,79,False
1884,6,2024-02-23,WH-001,91,9,False,98.75,2024-02-23,49,196,82,False
1885,6,2024-02-24,WH-001,88,1,False,101.45,2024-02-24,49,196,87,False
1886,6,2024-02-25,WH-001,85,19,False,102.58,2024-02-25,49,196,66,False
1887,6,2024-02-26,WH-001,83,20,False,98.48,2024-02-26,49,196,63,False
1888,6,2024-02-27,WH-001,80,9,False,100.81,2024-02-27,49,196,71,False
1889,6,2024-02-28,WH-001,77,15,False,100.19,2024-02-28,49,196,62,False
1890,6,2024-02-29,WH-001,70,13,False,102.54,2024-02-29,49,196,57,False
1891,6,2024-03-01,WH-001,69,17,False,102.57,2024-03-01,49,196,52,False
1892,6,2024-03-02,WH-001,68,15,False,100.38,2024-03-02,49,196,53,False
1893,6,2024-03-03,WH-001,67,6,False,100.55,2024-03-03,49,196,61,False
1894,6,2024-03-04,WH-001,55,5,False,99.78,2024-03-04,49,196,50,False
1895,6,2024-03-05,WH-001,49,4,True,100.64,2024-03-05,49,196,45,True
1896,6,2024-03-06,WH-001,44,10,False,103.62,2024-03-06,49,196,34,True
1897,6,2024-03-07,WH-001,38,5,False,101.79,2024-03-07,49,196,33,True
1898,6,2024-03-08,WH-001,33,0,False,98.53,2024-03-08,49,196,33,True
1899,6,2024-03-09,WH-001,30,2,False,102.83,2024-03-09,49,196,28,True
1900,6,2024-03-10,WH-001,28,3,False,103.36,2024-03-10,49,196,25,True
1901,6,2024-03-11,WH-001,24,2,False,98.84,2024-03-11,49,196,22,True
1902,6,2024-03-12,WH-001,21,1,False,101.94,2024-03-12,49,196,20,True
1903,6,2024-03-13,WH-001,10,1,False,98.74,2024-03-13,49,196,9,True
1904,6,2024-03-14,WH-001,0,0,False,98.4,2024-03-14,49,196,0,True
1905,6,2024-03-15,WH-001,0,0,False,99.63,2024-03-15,49,196,0,True
1906,6,2024-03-16,WH-001,0,0,False,103.6,2024-03-16,49,196,0,True
1907,6,2024-03-17,WH-001,0,0,False,100.19,2024-03-17,49,196,0,True
1908,6,2024-03-18,WH-001,0,0,False,99.68,2024-03-18,49,196,0,True
1909,6,2024-03-19,WH-001,0,0,False,99.9,2024-03-19,49,196,0,True
1910,6,2024-03-20,WH-001,0,0,False,103.68,2024-03-20,49,196,0,True
1911,6,2024-03-21,WH-001,0,0,False,98.22,2024-03-21,49,196,0,True
1912,6,2024-03-22,WH-001,0,0,False,97.77,2024-03-22,49,196,0,True
1913,6,2024-03-23,WH-001,0,0,False,100.99,2024-03-23,49,196,0,True
1914,6,2024-03-24,WH-001,0,0,False,101.83,2024-03-24,49,196,0,True
1915,6,2024-03-25,WH-001,0,0,False,98.37,2024-03-25,49,196,0,True
1916,6,2024-03-26,WH-001,0,0,False,98.27,2024-03-26,49,196,0,True
1917,6,2024-03-27,WH-001,0,0,False,101.34,2024-03-27,49,196,0,True
1918,6,2024-03-28,WH-001,191,17,False,99.66,2024-03-28,49,196,174,False
1919,6,2024-03-29,WH-001,183,40,False,100.19,2024-03-29,49,196,143,False
1920,6,2024-03-30,WH-001,180,17,False,102.95,2024-03-30,49,196,163,False
1921,6,2024-03-31,WH-001,174,3,False,98.31,2024-03-31,49,196,171,False
1922,6,2024-04-01,WH-001,167,25,False,98.69,2024-04-01,49,196,142,False
1923,6,2024-04-02,WH-001,160,14,False,99.94,2024-04-02,49,196,146,False
1924,6,2024-04-03,WH-001,152,22,False,101.75,2024-04-03,49,196,130,False
1925,6,2024-04-04,WH-001,147,34,False,99.15,2024-04-04,49,196,113,False
1926,6,2024-04-05,WH-001,135,11,False,101.09,2024-04-05,49,196,124,False
1927,6,2024-04-06,WH-001,131,29,False,101.16,2024-04-06,49,196,102,False
1928,6,2024-04-07,WH-001,124,10,False,98.87,2024-04-07,49,196,114,False
1929,6,2024-04-08,WH-001,114,10,False,102.52,2024-04-08,49,196,104,False
1930,6,2024-04-09,WH-001,109,13,False,98.86,2024-04-09,49,196,96,False
1931,6,2024-04-10,WH-001,104,23,False,97.89,2024-04-10,49,196,81,False
1932,6,2024-04-11,WH-001,93,1,False,103.31,2024-04-11,49,196,92,False
1933,6,2024-04-12,WH-001,89,12,False,99.69,2024-04-12,49,196,77,False
1934,6,2024-04-13,WH-001,84,15,False,98.57,2024-04-13,49,196,69,False
1935,6,2024-04-14,WH-001,82,13,False,102.53,2024-04-14,49,196,69,False
1936,6,2024-04-15,WH-001,69,11,False,101.08,2024-04-15,49,196,58,False
1937,6,2024-04-16,WH-001,68,10,False,100.62,2024-04-16,49,196,58,False
1938,6,2024-04-17,WH-001,64,2,False,99.24,2024-04-17,49,196,62,False
1939,6,2024-04-18,WH-001,59,10,False,102.94,2024-04-18,49,196,49,True
1940,6,2024-04-19,WH-001,53,6,False,100.91,2024-04-19,49,196,47,True
1941,6,2024-04-20,WH-001,45,8,True,101.33,2024-04-20,49,196,37,True
1942,6,2024-04-21,WH-001,43,10,False,98.71,2024-04-21,49,196,33,True
1943,6,2024-04-22,WH-001,31,7,False,98.47,2024-04-22,49,196,24,True
1944,6,2024-04-23,WH-001,29,1,False,102.74,2024-04-23,49,196,28,True
1945,6,2024-04-24,WH-001,16,0,False,101.32,2024-04-24,49,196,16,True
1946,6,2024-04-25,WH-001,8,1,False,98.68,2024-04-25,49,196,7,True
1947,6,2024-04-26,WH-001,6,1,False,101.07,2024-04-26,49,196,5,True
1948,6,2024-04-27,WH-001,3,0,False,98.39,2024-04-27,49,196,3,True
1949,6,2024-04-28,WH-001,0,0,False,102.95,2024-04-28,49,196,0,True
1950,6,2024-04-29,WH-001,0,0,False,102.78,2024-04-29,49,196,0,True
1951,6,2024-04-30,WH-001,0,0,False,102.47,2024-04-30,49,196,0,True
1952,6,2024-05-01,WH-001,0,0,False,99.1,2024-05-01,49,196,0,True
1953,6,2024-05-02,WH-001,191,46,False,102.89,2024-05-02,49,196,145,False
1954,6,2024-05-03,WH-001,190,21,False,101.51,2024-05-03,49,196,169,False
1955,6,2024-05-04,WH-001,183,21,False,102.55,2024-05-04,49,196,162,False
1956,6,2024-05-05,WH-001,181,4,False,99.98,2024-05-05,49,196,177,False
1957,6,2024-05-06,WH-001,174,31,False,100.39,2024-05-06,49,196,143,False
1958,6,2024-05-07,WH-001,172,4,False,98.0,2024-05-07,49,196,168,False
1959,6,2024-05-08,WH-001,164,37,False,100.01,2024-05-08,49,196,127,False
1960,6,2024-05-09,WH-001,162,2,False,102.62,2024-05-09,49,196,160,False
1961,6,2024-05-10,WH-001,152,4,False,100.22,2024-05-10,49,196,148,False
1962,6,2024-05-11,WH-001,146,2,False,101.14,2024-05-11,49,196,144,False
1963,6,2024-05-12,WH-001,145,25,False,101.17,2024-05-12,49,196,120,False
1964,6,2024-05-13,WH-001,140,31,False,100.85,2024-05-13,49,196,109,False
1965,6,2024-05-14,WH-001,135,26,False,100.97,2024-05-14,49,196,109,False
1966,6,2024-05-15,WH-001,123,14,False,101.21,2024-05-15,49,196,109,False
1967,6,2024-05-16,WH-001,119,4,False,100.5,2024-05-16,49,196,115,False
1968,6,2024-05-17,WH-001,118,29,False,98.71,2024-05-17,49,196,89,False
1969,6,2024-05-18,WH-001,112,27,False,101.59,2024-05-18,49,196,85,False
1970,6,2024-05-19,WH-001,110,11,False,99.48,2024-05-19,49,196,99,False
1971,6,2024-05-20,WH-001,103,1,False,103.06,2024-05-20,49,196,102,False
1972,6,2024-05-21,WH-001,97,19,False,101.29,2024-05-21,49,196,78,False
1973,6,2024-05-22,WH-001,92,8,False,98.31,2024-05-22,49,196,84,False
1974,6,2024-05-23,WH-001,87,20,False,99.99,2024-05-23,49,196,67,False
1975,6,2024-05-24,WH-001,79,12,False,101.21,2024-05-24,49,196,67,False
1976,6,2024-05-25,WH-001,78,1,False,102.01,2024-05-25,49,196,77,False
1977,6,2024-05-26,WH-001,73,8,False,97.9,2024-05-26,49,196,65,False
1978,6,2024-05-27,WH-001,64,2,False,103.5,2024-05-27,49,196,62,False
1979,6,2024-05-28,WH-001,62,3,False,98.81,2024-05-28,49,196,59,False
1980,6,2024-05-29,WH-001,56,12,False,100.19,2024-05-29,49,196,44,True
1981,6,2024-05-30,WH-001,42,3,True,98.98,2024-05-30,49,196,39,True
1982,6,2024-05-31,WH-001,37,3,False,98.59,2024-05-31,49,196,34,True
1983,6,2024-06-01,WH-001,32,4,False,103.67,2024-06-01,49,196,28,True
1984,6,2024-06-02,WH-001,30,0,False,102.06,2024-06-02,49,196,30,True
1985,6,2024-06-03,WH-001,29,0,False,99.54,2024-06-03,49,196,29,True
1986,6,2024-06-04,WH-001,25,1,False,98.0,2024-06-04,49,196,24,True
1987,6,2024-06-05,WH-001,16,4,False,102.64,2024-06-05,49,196,12,True
1988,6,2024-06-06,WH-001,11,2,False,102.9,2024-06-06,49,196,9,True
1989,6,2024-06-07,WH-001,7,0,False,100.91,2024-06-07,49,196,7,True
1990,6,2024-06-08,WH-001,6,0,False,98.48,2024-06-08,49,196,6,True
1991,6,2024-06-09,WH-001,0,0,False,102.1,2024-06-09,49,196,0,True
1992,6,2024-06-10,WH-001,0,0,False,100.68,2024-06-10,49,196,0,True
1993,6,2024-06-11,WH-001,0,0,False,103.02,2024-06-11,49,196,0,True
1994,6,2024-06-12,WH-001,0,0,False,100.15,2024-06-12,49,196,0,True
1995,6,2024-06-13,WH-001,0,0,False,103.4,2024-06-13,49,196,0,True
1996,6,2024-06-14,WH-001,0,0,False,99.27,2024-06-14,49,196,0,True
1997,6,2024-06-15,WH-001,193,3,False,99.6,2024-06-15,49,196,190,False
1998,6,2024-06-16,WH-001,192,0,False,99.1,2024-06-16,49,196,192,False
1999,6,2024-06-17,WH-001,179,22,False,99.6,2024-06-17,49,196,157,False
2000,6,2024-06-18,WH-001,175,21,False,103.52,2024-06-18,49,196,154,False
2001,6,2024-06-19,WH-001,170,12,False,102.27,2024-06-19,49,196,158,False
2002,6,2024-06-20,WH-001,160,26,False,98.41,2024-06-20,49,196,134,False
2003,6,2024-06-21,WH-001,153,4,False,102.54,2024-06-21,49,196,149,False
2004,6,2024-06-22,WH-001,151,17,False,98.91,2024-06-22,49,196,134,False
2005,6,2024-06-23,WH-001,148,21,False,100.46,2024-06-23,49,196,127,False
2006,6,2024-06-24,WH-001,143,23,False,102.18,2024-06-24,49,196,120,False
2007,6,2024-06-25,WH-001,142,34,False,101.58,2024-06-25,49,196,108,False
2008,6,2024-06-26,WH-001,137,3,False,103.4,2024-06-26,49,196,134,False
2009,6,2024-06-27,WH-001,128,25,False,101.24,2024-06-27,49,196,103,False
2010,6,2024-06-28,WH-001,122,10,False,100.55,2024-06-28,49,196,112,False
2011,6,2024-06-29,WH-001,118,21,False,102.44,2024-06-29,49,196,97,False
2012,6,2024-06-30,WH-001,116,20,False,100.34,2024-06-30,49,196,96,False
2013,6,2024-07-01,WH-001,111,18,False,103.41,2024-07-01,49,196,93,False
2014,6,2024-07-02,WH-001,105,24,False,103.24,2024-07-02,49,196,81,False
2015,6,2024-07-03,WH-001,95,7,False,98.88,2024-07-03,49,196,88,False
2016,6,2024-07-04,WH-001,87,13,False,100.91,2024-07-04,49,196,74,False
2017,6,2024-07-05,WH-001,83,16,False,101.17,2024-07-05,49,196,67,False
2018,6,2024-07-06,WH-001,79,19,False,100.48,2024-07-06,49,196,60,False
2019,6,2024-07-07,WH-001,77,4,False,100.35,2024-07-07,49,196,73,False
2020,6,2024-07-08,WH-001,68,3,False,102.08,2024-07-08,49,196,65,False
2021,6,2024-07-09,WH-001,63,13,False,100.84,2024-07-09,49,196,50,False
2022,6,2024-07-10,WH-001,58,14,False,101.96,2024-07-10,49,196,44,True
2023,6,2024-07-11,WH-001,52,11,False,103.6,2024-07-11,49,196,41,True
2024,6,2024-07-12,WH-001,49,4,True,101.44,2024-07-12,49,196,45,True
2025,6,2024-07-13,WH-001,48,5,False,101.89,2024-07-13,49,196,43,True
2026,6,2024-07-14,WH-001,45,10,False,101.1,2024-07-14,49,196,35,True
2027,6,2024-07-15,WH-001,38,0,False,101.92,2024-07-15,49,196,38,True
2028,6,2024-07-16,WH-001,35,2,False,101.79,2024-07-16,49,196,33,True
2029,6,2024-07-17,WH-001,27,3,False,100.35,2024-07-17,49,196,24,True
2030,6,2024-07-18,WH-001,24,5,False,98.4,2024-07-18,49,196,19,True
2031,6,2024-07-19,WH-001,16,4,False,102.55,2024-07-19,49,196,12,True
2032,6,2024-07-20,WH-001,14,0,False,98.34,2024-07-20,49,196,14,True
2033,6,2024-07-21,WH-001,11,2,False,100.27,2024-07-21,49,196,9,True
2034,6,2024-07-22,WH-001,4,1,False,99.52,2024-07-22,49,196,3,True
2035,6,2024-07-23,WH-001,0,0,False,102.64,2024-07-23,49,196,0,True
2036,6,2024-07-24,WH-001,0,0,False,98.24,2024-07-24,49,196,0,True
2037,6,2024-07-25,WH-001,0,0,False,101.11,2024-07-25,49,196,0,True
2038,6,2024-07-26,WH-001,0,0,False,99.93,2024-07-26,49,196,0,True
2039,6,2024-07-27,WH-001,0,0,False,98.18,2024-07-27,49,196,0,True
2040,6,2024-07-28,WH-001,0,0,False,102.25,2024-07-28,49,196,0,True
2041,6,2024-07-29,WH-001,0,0,False,100.03,2024-07-29,49,196,0,True
2042,6,2024-07-30,WH-001,0,0,False,99.29,2024-07-30,49,196,0,True
2043,6,2024-07-31,WH-001,0,0,False,102.33,2024-07-31,49,196,0,True
2044,6,2024-08-01,WH-001,0,0,False,98.69,2024-08-01,49,196,0,True
2045,6,2024-08-02,WH-001,0,0,False,103.33,2024-08-02,49,196,0,True
2046,6,2024-08-03,WH-001,0,0,False,99.14,2024-08-03,49,196,0,True
2047,6,2024-08-04,WH-001,0,0,False,100.52,2024-08-04,49,196,0,True
2048,6,2024-08-05,WH-001,191,9,False,101.44,2024-08-05,49,196,182,False
2049,6,2024-08-06,WH-001,184,14,False,103.17,2024-08-06,49,196,170,False
2050,6,2024-08-07,WH-001,181,22,False,99.25,2024-08-07,49,196,159,False
2051,6,2024-08-08,WH-001,178,13,False,100.97,2024-08-08,49,196,165,False
2052,6,2024-08-09,WH-001,177,0,False,97.82,2024-08-09,49,196,177,False
2053,6,2024-08-10,WH-001,175,10,False,102.43,2024-08-10,49,196,165,False
2054,6,2024-08-11,WH-001,171,7,False,102.08,2024-08-11,49,196,164,False
2055,6,2024-08-12,WH-001,165,30,False,101.53,2024-08-12,49,196,135,False
2056,6,2024-08-13,WH-001,158,5,False,101.19,2024-08-13,49,196,153,False
2057,6,2024-08-14,WH-001,152,34,False,101.36,2024-08-14,49,196,118,False
2058,6,2024-08-15,WH-001,143,23,False,102.89,2024-08-15,49,196,120,False
2059,6,2024-08-16,WH-001,134,27,False,102.73,2024-08-16,49,196,107,False
2060,6,2024-08-17,WH-001,127,7,False,98.46,2024-08-17,49,196,120,False
2061,6,2024-08-18,WH-001,126,21,False,100.14,2024-08-18,49,196,105,False
2062,6,2024-08-19,WH-001,124,11,False,101.63,2024-08-19,49,196,113,False
2063,6,2024-08-20,WH-001,115,13,False,101.95,2024-08-20,49,196,102,False
2064,6,2024-08-21,WH-001,106,20,False,98.08,2024-08-21,49,196,86,False
2065,6,2024-08-22,WH-001,102,14,False,98.57,2024-08-22,49,196,88,False
2066,6,2024-08-23,WH-001,100,22,False,103.18,2024-08-23,49,196,78,False
2067,6,2024-08-24,WH-001,98,1,False,98.43,2024-08-24,49,196,97,False
2068,6,2024-08-25,WH-001,96,22,False,98.45,2024-08-25,49,196,74,False
2069,6,2024-08-26,WH-001,91,9,False,100.22,2024-08-26,49,196,82,False
2070,6,2024-08-27,WH-001,82,4,False,100.94,2024-08-27,49,196,78,False
2071,6,2024-08-28,WH-001,71,0,False,101.42,2024-08-28,49,196,71,False
2072,6,2024-08-29,WH-001,67,8,False,97.7,2024-08-29,49,196,59,False
2073,6,2024-08-30,WH-001,60,11,False,103.35,2024-08-30,49,196,49,True
2074,6,2024-08-31,WH-001,56,0,False,97.73,2024-08-31,49,196,56,False
2075,6,2024-09-01,WH-001,50,4,False,101.77,2024-09-01,49,196,46,True
2076,6,2024-09-02,WH-001,37,7,True,102.48,2024-09-02,49,196,30,True
2077,6,2024-09-03,WH-001,30,3,False,97.83,2024-09-03,49,196,27,True
2078,6,2024-09-04,WH-001,28,0,False,100.44,2024-09-04,49,196,28,True
2079,6,2024-09-05,WH-001,23,1,False,100.46,2024-09-05,49,196,22,True
2080,6,2024-09-06,WH-001,13,3,False,100.48,2024-09-06,49,196,10,True
2081,6,2024-09-07,WH-001,8,2,False,103.57,2024-09-07,49,196,6,True
2082,6,2024-09-08,WH-001,3,0,False,99.71,2024-09-08,49,196,3,True
2083,6,2024-09-09,WH-001,0,0,False,97.99,2024-09-09,49,196,0,True
2084,6,2024-09-10,WH-001,0,0,False,102.34,2024-09-10,49,196,0,True
2085,6,2024-09-11,WH-001,0,0,False,100.75,2024-09-11,49,196,0,True
2086,6,2024-09-12,WH-001,0,0,False,99.82,2024-09-12,49,196,0,True
2087,6,2024-09-13,WH-001,0,0,False,102.19,2024-09-13,49,196,0,True
2088,6,2024-09-14,WH-001,189,6,False,102.51,2024-09-14,49,196,183,False
2089,6,2024-09-15,WH-001,188,1,False,98.16,2024-09-15,49,196,187,False
2090,6,2024-09-16,WH-001,186,25,False,100.98,2024-09-16,49,196,161,False
2091,6,2024-09-17,WH-001,179,11,False,98.07,2024-09-17,49,196,168,False
2092,6,2024-09-18,WH-001,173,25,False,98.05,2024-09-18,49,196,148,False
2093,6,2024-09-19,WH-001,171,23,False,98.21,2024-09-19,49,196,148,False
2094,6,2024-09-20,WH-001,162,6,False,98.92,2024-09-20,49,196,156,False
2095,6,2024-09-21,WH-001,159,0,False,101.81,2024-09-21,49,196,159,False
2096,6,2024-09-22,WH-001,153,20,False,98.15,2024-09-22,49,196,133,False
2097,6,2024-09-23,WH-001,143,6,False,103.61,2024-09-23,49,196,137,False
2098,6,2024-09-24,WH-001,142,21,False,99.1,2024-09-24,49,196,121,False
2099,6,2024-09-25,WH-001,132,32,False,98.34,2024-09-25,49,196,100,False
2100,6,2024-09-26,WH-001,129,10,False,101.49,2024-09-26,49,196,119,False
2101,6,2024-09-27,WH-001,122,26,False,97.79,2024-09-27,49,196,96,False
2102,6,2024-09-28,WH-001,119,5,False,102.48,2024-09-28,49,196,114,False
2103,6,2024-09-29,WH-001,109,21,False,97.69,2024-09-29,49,196,88,False
2104,6,2024-09-30,WH-001,105,15,False,99.87,2024-09-30,49,196,90,False
2105,6,2024-10-01,WH-001,97,8,False,98.12,2024-10-01,49,196,89,False
2106,6,2024-10-02,WH-001,93,7,False,98.58,2024-10-02,49,196,86,False
2107,6,2024-10-03,WH-001,85,10,False,97.76,2024-10-03,49,196,75,False
2108,6,2024-10-04,WH-001,81,1,False,101.59,2024-10-04,49,196,80,False
2109,6,2024-10-05,WH-001,79,0,False,102.66,2024-10-05,49,196,79,False
2110,6,2024-10-06,WH-001,71,1,False,98.73,2024-10-06,49,196,70,False
2111,6,2024-10-07,WH-001,64,2,False,101.09,2024-10-07,49,196,62,False
2112,6,2024-10-08,WH-001,58,8,False,99.77,2024-10-08,49,196,50,False
2113,6,2024-10-09,WH-001,54,5,False,100.42,2024-10-09,49,196,49,True
2114,6,2024-10-10,WH-001,51,12,False,102.49,2024-10-10,49,196,39,True
2115,6,2024-10-11,WH-001,43,5,True,101.45,2024-10-11,49,196,38,True
2116,6,2024-10-12,WH-001,36,9,False,98.64,2024-10-12,49,196,27,True
2117,6,2024-10-13,WH-001,32,1,False,101.28,2024-10-13,49,196,31,True
2118,6,2024-10-14,WH-001,21,2,False,99.28,2024-10-14,49,196,19,True
2119,6,2024-10-15,WH-001,15,2,False,101.53,2024-10-15,49,196,13,True
2120,6,2024-10-16,WH-001,5,0,False,99.59,2024-10-16,49,196,5,True
2121,6,2024-10-17,WH-001,0,0,False,102.15,2024-10-17,49,196,0,True
2122,6,2024-10-18,WH-001,0,0,False,101.79,2024-10-18,49,196,0,True
2123,6,2024-10-19,WH-001,0,0,False,100.93,2024-10-19,49,196,0,True
2124,6,2024-10-20,WH-001,0,0,False,103.42,2024-10-20,49,196,0,True
2125,6,2024-10-21,WH-001,0,0,False,101.64,2024-10-21,49,196,0,True
2126,6,2024-10-22,WH-001,0,0,False,103.58,2024-10-22,49,196,0,True
2127,6,2024-10-23,WH-001,189,22,False,100.82,2024-10-23,49,196,167,False
2128,6,2024-10-24,WH-001,182,21,False,99.93,2024-10-24,49,196,161,False
2129,6,2024-10-25,WH-001,181,25,False,98.03,2024-10-25,49,196,156,False
2130,6,2024-10-26,WH-001,180,17,False,101.16,2024-10-26,49,196,163,False
