forecast_id,product_id,forecast_date,generated_at,model_name,model_version,predicted_demand,lower_bound_95,upper_bound_95,actual_demand,mae,mape,confidence_score,horizon_days
593,7,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,13.55,10.84,16.26,7.0,6.55,81.875,0.9506,7
594,7,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,24.33,19.46,29.2,11.0,13.33,100.0,0.9754,7
595,7,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,25.61,20.49,30.73,19.0,6.61,33.05,0.9215,7
596,7,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,20.34,16.27,24.41,5.0,15.34,100.0,0.8564,7
597,7,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,27.63,22.1,33.16,20.0,7.63,36.3333,0.8364,7
598,7,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,21.78,17.42,26.14,14.0,7.78,51.8667,0.9172,7
599,7,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,13.98,11.18,16.78,6.0,7.98,100.0,0.9808,7
600,7,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,13.81,11.05,16.57,12.0,1.81,13.9231,0.9694,7
601,7,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,21.86,17.49,26.23,11.0,10.86,90.5,0.9203,7
602,7,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,21.97,17.58,26.36,4.0,17.97,100.0,0.925,7
603,7,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,24.69,19.75,29.63,15.0,9.69,60.5625,0.9602,7
604,7,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,25.09,20.07,30.11,24.0,1.09,4.36,0.9435,7
605,7,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,20.35,16.28,24.42,12.0,8.35,64.2308,0.8566,7
606,7,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,13.96,11.17,16.75,3.0,10.96,100.0,0.9797,7
607,7,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,12.44,9.95,14.93,30.0,17.56,56.6452,0.8732,7
608,7,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,20.72,16.58,24.86,25.0,4.28,16.4615,0.8726,7
609,7,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,28.39,22.71,34.07,1.0,27.39,100.0,0.8047,7
610,7,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,22.88,18.3,27.46,20.0,2.88,13.7143,0.9634,7
611,7,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,20.12,16.1,24.14,13.0,7.12,50.8571,0.8473,7
612,7,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,61.88,49.5,74.26,17.0,44.88,100.0,0.9577,7
613,7,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,29.47,23.58,35.36,4.0,25.47,100.0,0.9401,7
614,7,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,27.06,21.65,32.47,5.0,22.06,100.0,0.99,7
615,7,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,21.79,17.43,26.15,36.0,14.21,38.4054,0.8717,7
616,7,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,24.81,19.85,29.77,17.0,7.81,43.3889,0.99,7
617,7,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,27.39,21.91,32.87,11.0,16.39,100.0,0.9043,7
618,7,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,27.49,21.99,32.99,27.0,0.49,1.75,0.9005,7
619,7,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,28.61,22.89,34.33,3.0,25.61,100.0,0.8558,7
620,7,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,14.29,11.43,17.15,9.0,5.29,52.9,0.9527,7
621,7,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,13.78,11.02,16.54,3.0,10.78,100.0,0.9184,7
622,7,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,24.85,19.88,29.82,28.0,3.15,10.8621,0.99,7
623,7,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,24.56,19.65,29.47,23.0,1.56,6.5,0.9823,7
624,7,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,23.98,19.18,28.78,25.0,1.02,3.9231,0.959,7
625,7,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,21.78,17.42,26.14,8.0,13.78,100.0,0.8711,7
626,7,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,30.76,24.61,36.91,7.0,23.76,100.0,0.7696,7
627,7,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,15.39,12.31,18.47,12.0,3.39,26.0769,0.9743,7
628,7,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,11.85,9.48,14.22,25.0,13.15,50.5769,0.7898,7
629,7,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,24.88,19.9,29.86,14.0,10.88,72.5333,0.99,7
630,7,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,27.61,22.09,33.13,6.0,21.61,100.0,0.8957,7
631,7,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,32.5,26.0,39.0,21.0,11.5,52.2727,0.7001,7
632,7,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,25.41,20.33,30.49,21.0,4.41,20.0455,0.9836,7
633,7,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,27.36,21.89,32.83,13.0,14.36,100.0,0.9055,7
634,7,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,15.72,12.58,18.86,12.0,3.72,28.6154,0.952,7
635,7,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,13.91,11.13,16.69,7.0,6.91,86.375,0.9271,7
636,7,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,26.05,20.84,31.26,10.0,16.05,100.0,0.9579,7
637,7,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,46.23,36.98,55.48,10.0,36.23,100.0,0.9733,7
638,7,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,6.8,5.44,8.16,1.0,5.8,100.0,0.9065,7
639,7,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,25.55,20.44,30.66,16.0,9.55,56.1765,0.9781,7
640,7,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,25.65,20.52,30.78,5.0,20.65,100.0,0.974,7
641,7,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,16.31,13.05,19.57,4.0,12.31,100.0,0.9127,7
642,7,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,16.63,13.3,19.96,6.0,10.63,100.0,0.8916,7
643,7,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,19.57,15.66,23.48,39.0,19.43,48.575,0.7827,7
644,7,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,26.67,21.34,32.0,4.0,22.67,100.0,0.8891,7
645,8,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,19.87,15.9,23.84,12.0,7.87,60.5385,0.8311,7
646,8,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,15.68,12.54,18.82,7.0,8.68,100.0,0.9223,7
647,8,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,14.77,11.82,17.72,6.0,8.77,100.0,0.869,7
648,8,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,13.27,10.62,15.92,12.0,1.27,9.7692,0.7806,7
649,8,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,11.64,9.31,13.97,15.0,3.36,21.0,0.8591,7
650,8,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,9.89,7.91,11.87,10.0,0.11,1.0,0.9695,7
651,8,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,14.55,11.64,17.46,3.0,11.55,100.0,0.8556,7
652,8,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,15.28,12.22,18.34,3.0,12.28,100.0,0.8988,7
653,8,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,15.09,12.07,18.11,2.0,13.09,100.0,0.8877,7
654,8,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,20.92,16.74,25.1,5.0,15.92,100.0,0.7693,7
655,8,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,18.35,14.68,22.02,20.0,1.65,7.8571,0.9205,7
656,8,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,10.75,8.6,12.9,5.0,5.75,95.8333,0.946,7
657,8,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,10.8,8.64,12.96,4.0,6.8,100.0,0.9411,7
658,8,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,19.75,15.8,23.7,6.0,13.75,100.0,0.8381,7
659,8,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,21.54,17.23,25.85,16.0,5.54,32.5882,0.7331,7
660,8,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,17.33,13.86,20.8,7.0,10.33,100.0,0.9803,7
661,8,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,16.34,13.07,19.61,1.0,15.34,100.0,0.9613,7
662,8,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,20.78,16.62,24.94,11.0,9.78,81.5,0.7774,7
663,8,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,9.46,7.57,11.35,10.0,0.54,4.9091,0.9275,7
664,8,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,11.49,9.19,13.79,10.0,1.49,13.5455,0.8733,7
665,8,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,14.77,11.82,17.72,2.0,12.77,100.0,0.8686,7
666,8,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,17.61,14.09,21.13,10.0,7.61,69.1818,0.964,7
667,8,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,16.93,13.54,20.32,2.0,14.93,100.0,0.99,7
668,8,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,16.48,13.18,19.78,18.0,1.52,8.0,0.9694,7
669,8,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,17.46,13.97,20.95,8.0,9.46,100.0,0.9728,7
670,8,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,9.65,7.72,11.58,9.0,0.65,6.5,0.9458,7
671,8,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,7.89,6.31,9.47,5.0,2.89,48.1667,0.7736,7
672,8,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,18.7,14.96,22.44,9.0,9.7,97.0,0.9,7
673,8,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,16.33,13.06,19.6,5.0,11.33,100.0,0.9608,7
674,8,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,16.76,13.41,20.11,9.0,7.76,77.6,0.9859,7
675,8,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,20.31,16.25,24.37,3.0,17.31,100.0,0.8055,7
676,8,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,18.16,14.53,21.79,9.0,9.16,91.6,0.9713,7
677,8,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,11.71,9.37,14.05,2.0,9.71,100.0,0.9564,7
678,8,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,10.1,8.08,12.12,6.0,4.1,58.5714,0.9001,7
679,8,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,23.71,18.97,28.45,11.0,12.71,100.0,0.7319,7
680,8,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,17.23,13.78,20.68,14.0,3.23,21.5333,0.9213,7
681,8,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,16.23,12.98,19.48,17.0,0.77,4.2778,0.8677,7
682,8,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,12.72,10.18,15.26,11.0,1.72,14.3333,0.6803,7
683,8,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,20.11,16.09,24.13,5.0,15.11,100.0,0.9246,7
684,8,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,11.85,9.48,14.22,4.0,7.85,100.0,0.9442,7
685,8,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,10.89,8.71,13.07,11.0,0.11,0.9167,0.9709,7
686,8,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,18.15,14.52,21.78,17.0,1.15,6.3889,0.9704,7
687,8,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,17.75,14.2,21.3,10.0,7.75,70.4545,0.9492,7
688,8,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,22.45,17.96,26.94,8.0,14.45,100.0,0.7995,7
689,8,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,17.1,13.68,20.52,0.0,17.1,100.0,0.9147,7
690,8,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,18.16,14.53,21.79,0.0,18.16,100.0,0.9711,7
691,8,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,8.57,6.86,10.28,0.0,8.57,100.0,0.7635,7
692,8,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,11.92,9.54,14.3,20.0,8.08,38.4762,0.9376,7
693,8,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,18.58,14.86,22.3,10.0,8.58,78.0,0.99,7
694,8,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,19.93,15.94,23.92,15.0,4.93,30.8125,0.9343,7
695,8,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,19.67,15.74,23.6,14.0,5.67,37.8,0.948,7
696,8,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,19.29,15.43,23.15,2.0,17.29,100.0,0.9683,7
697,8,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,17.08,13.66,20.5,12.0,5.08,39.0769,0.9136,7
698,8,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,10.31,8.25,12.37,9.0,1.31,13.1,0.9189,7
699,8,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,11.98,9.58,14.38,9.0,2.98,29.8,0.9325,7
700,8,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,17.46,13.97,20.95,2.0,15.46,100.0,0.9334,7
701,8,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,20.01,16.01,24.01,5.0,15.01,100.0,0.9301,7
702,8,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,19.02,15.22,22.82,16.0,3.02,17.7647,0.9829,7
703,8,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,20.27,16.22,24.32,10.0,10.27,93.3636,0.9162,7
704,8,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,40.44,32.35,48.53,25.0,15.44,59.3846,0.865,7
705,8,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,23.31,18.65,27.97,18.0,5.31,27.9474,0.9442,7
706,8,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,22.03,17.62,26.44,3.0,19.03,100.0,0.99,7
707,8,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,18.47,14.78,22.16,9.0,9.47,94.7,0.9052,7
708,8,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,19.38,15.5,23.26,7.0,12.38,100.0,0.95,7
709,8,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,19.15,15.32,22.98,6.0,13.15,100.0,0.9387,7
710,8,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,21.14,16.91,25.37,2.0,19.14,100.0,0.9638,7
711,8,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,21.0,16.8,25.2,18.0,3.0,15.7895,0.9707,7
712,8,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,12.31,9.85,14.77,17.0,4.69,26.0556,0.99,7
713,8,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,10.65,8.52,12.78,8.0,2.65,29.4444,0.87,7
714,8,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,18.76,15.01,22.51,5.0,13.76,100.0,0.9196,7
715,8,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,18.51,14.81,22.21,9.0,9.51,95.1,0.9075,7
716,8,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,24.01,19.21,28.81,12.0,12.01,92.3846,0.8232,7
717,8,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,16.88,13.5,20.26,8.0,8.88,98.6667,0.8275,7
718,8,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,17.66,14.13,21.19,15.0,2.66,16.625,0.8655,7
719,8,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,12.17,9.74,14.6,2.0,10.17,100.0,0.99,7
720,8,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,10.7,8.56,12.84,3.0,7.7,100.0,0.8742,7
721,8,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,18.77,15.02,22.52,17.0,1.77,9.8333,0.9199,7
722,8,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,18.53,14.82,22.24,17.0,1.53,8.5,0.9086,7
723,8,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,15.7,12.56,18.84,14.0,1.7,11.3333,0.7695,7
724,8,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,20.4,16.32,24.48,1.0,19.4,100.0,0.99,7
725,8,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,16.54,13.23,19.85,9.0,7.54,75.4,0.8108,7
726,8,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,15.27,12.22,18.32,10.0,5.27,47.9091,0.7524,7
727,8,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,11.43,9.14,13.72,2.0,9.43,100.0,0.9342,7
728,8,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,19.43,15.54,23.32,7.0,12.43,100.0,0.9526,7
729,8,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,34.5,27.6,41.4,12.0,22.5,100.0,0.8901,7
730,8,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,6.13,4.9,7.36,1.0,5.13,100.0,0.99,7
731,8,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,21.07,16.86,25.28,16.0,5.07,29.8235,0.967,7
732,8,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,15.98,12.78,19.18,1.0,14.98,100.0,0.7833,7
733,8,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,12.66,10.13,15.19,12.0,0.66,5.0769,0.9657,7
734,8,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,12.66,10.13,15.19,8.0,4.66,51.7778,0.966,7
735,8,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,16.63,13.3,19.96,11.0,5.63,46.9167,0.8154,7
736,8,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,25.61,20.49,30.73,11.0,14.61,100.0,0.9539,7
737,9,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,10.22,8.18,12.26,18.0,7.78,40.9474,0.8445,7
738,9,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,11.32,9.06,13.58,11.0,0.32,2.6667,0.9356,7
739,9,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,11.25,9.0,13.5,3.0,8.25,100.0,0.93,7
740,9,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,10.16,8.13,12.19,3.0,7.16,100.0,0.8397,7
741,9,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,6.25,5.0,7.5,8.0,1.75,19.4444,0.8608,7
742,9,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,9.14,7.31,10.97,6.0,3.14,44.8571,0.7405,7
743,9,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,9.48,7.58,11.38,7.0,2.48,31.0,0.7831,7
744,9,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,13.34,10.67,16.01,6.0,7.34,100.0,0.8971,7
745,9,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,11.83,9.46,14.2,3.0,8.83,100.0,0.9779,7
746,9,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,14.37,11.5,17.24,11.0,3.37,28.0833,0.8128,7
747,9,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,13.75,11.0,16.5,9.0,4.75,47.5,0.8637,7
748,9,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,6.14,4.91,7.37,6.0,0.14,2.0,0.8451,7
749,9,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,6.63,5.3,7.96,5.0,1.63,27.1667,0.9134,7
750,9,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,13.37,10.7,16.04,7.0,6.37,79.625,0.8953,7
751,9,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,12.04,9.63,14.45,10.0,2.04,18.5455,0.99,7
752,9,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,10.63,8.5,12.76,3.0,7.63,100.0,0.8786,7
753,9,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,10.92,8.74,13.1,6.0,4.92,70.2857,0.9021,7
754,9,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,15.24,12.19,18.29,2.0,13.24,100.0,0.7409,7
755,9,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,7.2,5.76,8.64,1.0,6.2,100.0,0.99,7
756,9,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,7.23,5.78,8.68,1.0,6.23,100.0,0.99,7
757,9,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,13.06,10.45,15.67,8.0,5.06,56.2222,0.9203,7
758,9,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,10.2,8.16,12.24,5.0,5.2,86.6667,0.8432,7
759,9,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,14.32,11.46,17.18,15.0,0.68,4.25,0.8166,7
760,9,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,8.92,7.14,10.7,12.0,3.08,23.6923,0.7374,7
761,9,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,14.06,11.25,16.87,5.0,9.06,100.0,0.838,7
762,9,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,7.7,6.16,9.24,1.0,6.7,100.0,0.9388,7
763,9,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,7.96,6.37,9.55,8.0,0.04,0.4444,0.9042,7
764,9,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,11.26,9.01,13.51,6.0,5.26,75.1429,0.9304,7
765,9,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,11.08,8.86,13.3,13.0,1.92,13.7143,0.9159,7
766,9,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,14.44,11.55,17.33,6.0,8.44,100.0,0.8066,7
767,9,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,16.12,12.9,19.34,2.0,14.12,100.0,0.6679,7
768,9,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,15.75,12.6,18.9,10.0,5.75,52.2727,0.9775,7
769,9,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,10.67,8.54,12.8,6.0,4.67,66.7143,0.8449,7
770,9,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,9.55,7.64,11.46,4.0,5.55,100.0,0.967,7
771,9,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,14.23,11.38,17.08,6.0,8.23,100.0,0.9239,7
772,9,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,18.79,15.03,22.55,8.0,10.79,100.0,0.7796,7
773,9,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,14.93,11.94,17.92,2.0,12.93,100.0,0.9697,7
774,9,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,16.65,13.32,19.98,2.0,14.65,100.0,0.9187,7
775,9,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,15.7,12.56,18.84,9.0,6.7,67.0,0.9804,7
776,9,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,9.8,7.84,11.76,5.0,4.8,80.0,0.9397,7
777,9,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,8.77,7.02,10.52,5.0,3.77,62.8333,0.9488,7
778,9,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,15.86,12.69,19.03,21.0,5.14,23.3636,0.97,7
779,9,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,13.66,10.93,16.39,9.0,4.66,46.6,0.8873,7
780,9,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,18.68,14.94,22.42,10.0,8.68,78.9091,0.7867,7
781,9,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,16.01,12.81,19.21,4.0,12.01,100.0,0.9605,7
782,9,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,15.3,12.24,18.36,13.0,2.3,16.4286,0.99,7
783,9,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,9.91,7.93,11.89,10.0,0.09,0.8182,0.9273,7
784,9,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,10.01,8.01,12.01,10.0,0.01,0.0909,0.9169,7
785,9,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,14.24,11.39,17.09,1.0,13.24,100.0,0.9244,7
786,9,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,13.19,10.55,15.83,15.0,1.81,11.3125,0.8566,7
787,9,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,14.52,11.62,17.42,23.0,8.48,35.3333,0.9428,7
788,9,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,16.99,13.59,20.39,13.0,3.99,28.5,0.8966,7
789,9,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,14.92,11.94,17.9,14.0,0.92,6.1333,0.9686,7
790,9,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,7.96,6.37,9.55,2.0,5.96,100.0,0.8612,7
791,9,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,9.42,7.54,11.3,13.0,3.58,25.5714,0.9807,7
792,9,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,18.5,14.8,22.2,6.0,12.5,100.0,0.7985,7
793,9,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,15.27,12.22,18.32,6.0,9.27,100.0,0.99,7
794,9,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,12.32,9.86,14.78,9.0,3.32,33.2,0.7998,7
795,9,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,13.79,11.03,16.55,2.0,11.79,100.0,0.8957,7
796,9,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,36.0,28.8,43.2,22.0,14.0,60.8696,0.935,7
797,9,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,20.32,16.26,24.38,17.0,3.32,18.4444,0.99,7
798,9,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,20.18,16.14,24.22,20.0,0.18,0.8571,0.9381,7
799,9,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,19.23,15.38,23.08,8.0,11.23,100.0,0.9076,7
800,9,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,17.33,13.86,20.8,2.0,15.33,100.0,0.9848,7
801,9,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,15.63,12.5,18.76,5.0,10.63,100.0,0.8881,7
802,9,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,14.02,11.22,16.82,5.0,9.02,100.0,0.7965,7
