inventory_id,product_id,snapshot_date,warehouse_id,quantity_on_hand,quantity_reserved,reorder_triggered,unit_cost_snapshot,created_at
1883,6,2024-02-22,WH-001,96,17,False,103.57,2024-02-22
1884,6,2024-02-23,WH-001,91,9,False,98.75,2024-02-23
1885,6,2024-02-24,WH-001,88,1,False,101.45,2024-02-24
1886,6,2024-02-25,WH-001,85,19,False,102.58,2024-02-25
1887,6,2024-02-26,WH-001,83,20,False,98.48,2024-02-26
1888,6,2024-02-27,WH-001,80,9,False,100.81,2024-02-27
1889,6,2024-02-28,WH-001,77,15,False,100.19,2024-02-28
1890,6,2024-02-29,WH-001,70,13,False,102.54,2024-02-29
1891,6,2024-03-01,WH-001,69,17,False,102.57,2024-03-01
1892,6,2024-03-02,WH-001,68,15,False,100.38,2024-03-02
1893,6,2024-03-03,WH-001,67,6,False,100.55,2024-03-03
1894,6,2024-03-04,WH-001,55,5,False,99.78,2024-03-04
1895,6,2024-03-05,WH-001,49,4,True,100.64,2024-03-05
1896,6,2024-03-06,WH-001,44,10,False,103.62,2024-03-06
1897,6,2024-03-07,WH-001,38,5,False,101.79,2024-03-07
1898,6,2024-03-08,WH-001,33,0,False,98.53,2024-03-08
1899,6,2024-03-09,WH-001,30,2,False,102.83,2024-03-09
1900,6,2024-03-10,WH-001,28,3,False,103.36,2024-03-10
1901,6,2024-03-11,WH-001,24,2,False,98.84,2024-03-11
1902,6,2024-03-12,WH-001,21,1,False,101.94,2024-03-12
1903,6,2024-03-13,WH-001,10,1,False,98.74,2024-03-13
1904,6,2024-03-14,WH-001,0,0,False,98.4,2024-03-14
1905,6,2024-03-15,WH-001,0,0,False,99.63,2024-03-15
1906,6,2024-03-16,WH-001,0,0,False,103.6,2024-03-16
1907,6,2024-03-17,WH-001,0,0,False,100.19,2024-03-17
1908,6,2024-03-18,WH-001,0,0,False,99.68,2024-03-18
1909,6,2024-03-19,WH-001,0,0,False,99.9,2024-03-19
1910,6,2024-03-20,WH-001,0,0,False,103.68,2024-03-20
1911,6,2024-03-21,WH-001,0,0,False,98.22,2024-03-21
1912,6,2024-03-22,WH-001,0,0,False,97.77,2024-03-22
1913,6,2024-03-23,WH-001,0,0,False,100.99,2024-03-23
1914,6,2024-03-24,WH-001,0,0,False,101.83,2024-03-24
1915,6,2024-03-25,WH-001,0,0,False,98.37,2024-03-25
1916,6,2024-03-26,WH-001,0,0,False,98.27,2024-03-26
1917,6,2024-03-27,WH-001,0,0,False,101.34,2024-03-27
1918,6,2024-03-28,WH-001,191,17,False,99.66,2024-03-28
1919,6,2024-03-29,WH-001,183,40,False,100.19,2024-03-29
1920,6,2024-03-30,WH-001,180,17,False,102.95,2024-03-30
1921,6,2024-03-31,WH-001,174,3,False,98.31,2024-03-31
1922,6,2024-04-01,WH-001,167,25,False,98.69,2024-04-01
1923,6,2024-04-02,WH-001,160,14,False,99.94,2024-04-02
1924,6,2024-04-03,WH-001,152,22,False,101.75,2024-04-03
1925,6,2024-04-04,WH-001,147,34,False,99.15,2024-04-04
1926,6,2024-04-05,WH-001,135,11,False,101.09,2024-04-05
1927,6,2024-04-06,WH-001,131,29,False,101.16,2024-04-06
1928,6,2024-04-07,WH-001,124,10,False,98.87,2024-04-07
1929,6,2024-04-08,WH-001,114,10,False,102.52,2024-04-08
1930,6,2024-04-09,WH-001,109,13,False,98.86,2024-04-09
1931,6,2024-04-10,WH-001,104,23,False,97.89,2024-04-10
1932,6,2024-04-11,WH-001,93,1,False,103.31,2024-04-11
1933,6,2024-04-12,WH-001,89,12,False,99.69,2024-04-12
1934,6,2024-04-13,WH-001,84,15,False,98.57,2024-04-13
1935,6,2024-04-14,WH-001,82,13,False,102.53,2024-04-14
1936,6,2024-04-15,WH-001,69,11,False,101.08,2024-04-15
1937,6,2024-04-16,WH-001,68,10,False,100.62,2024-04-16
1938,6,2024-04-17,WH-001,64,2,False,99.24,2024-04-17
1939,6,2024-04-18,WH-001,59,10,False,102.94,2024-04-18
1940,6,2024-04-19,WH-001,53,6,False,100.91,2024-04-19
1941,6,2024-04-20,WH-001,45,8,True,101.33,2024-04-20
1942,6,2024-04-21,WH-001,43,10,False,98.71,2024-04-21
1943,6,2024-04-22,WH-001,31,7,False,98.47,2024-04-22
1944,6,2024-04-23,WH-001,29,1,False,102.74,2024-04-23
1945,6,2024-04-24,WH-001,16,0,False,101.32,2024-04-24
1946,6,2024-04-25,WH-001,8,1,False,98.68,2024-04-25
1947,6,2024-04-26,WH-001,6,1,False,101.07,2024-04-26
1948,6,2024-04-27,WH-001,3,0,False,98.39,2024-04-27
1949,6,2024-04-28,WH-001,0,0,False,102.95,2024-04-28
1950,6,2024-04-29,WH-001,0,0,False,102.78,2024-04-29
1951,6,2024-04-30,WH-001,0,0,False,102.47,2024-04-30
1952,6,2024-05-01,WH-001,0,0,False,99.1,2024-05-01
1953,6,2024-05-02,WH-001,191,46,False,102.89,2024-05-02
1954,6,2024-05-03,WH-001,190,21,False,101.51,2024-05-03
1955,6,2024-05-04,WH-001,183,21,False,102.55,2024-05-04
1956,6,2024-05-05,WH-001,181,4,False,99.98,2024-05-05
1957,6,2024-05-06,WH-001,174,31,False,100.39,2024-05-06
1958,6,2024-05-07,WH-001,172,4,False,98.0,2024-05-07
1959,6,2024-05-08,WH-001,164,37,False,100.01,2024-05-08
1960,6,2024-05-09,WH-001,162,2,False,102.62,2024-05-09
1961,6,2024-05-10,WH-001,152,4,False,100.22,2024-05-10
1962,6,2024-05-11,WH-001,146,2,False,101.14,2024-05-11
1963,6,2024-05-12,WH-001,145,25,False,101.17,2024-05-12
1964,6,2024-05-13,WH-001,140,31,False,100.85,2024-05-13
1965,6,2024-05-14,WH-001,135,26,False,100.97,2024-05-14
1966,6,2024-05-15,WH-001,123,14,False,101.21,2024-05-15
1967,6,2024-05-16,WH-001,119,4,False,100.5,2024-05-16
1968,6,2024-05-17,WH-001,118,29,False,98.71,2024-05-17
1969,6,2024-05-18,WH-001,112,27,False,101.59,2024-05-18
1970,6,2024-05-19,WH-001,110,11,False,99.48,2024-05-19
1971,6,2024-05-20,WH-001,103,1,False,103.06,2024-05-20
1972,6,2024-05-21,WH-001,97,19,False,101.29,2024-05-21
1973,6,2024-05-22,WH-001,92,8,False,98.31,2024-05-22
1974,6,2024-05-23,WH-001,87,20,False,99.99,2024-05-23
1975,6,2024-05-24,WH-001,79,12,False,101.21,2024-05-24
1976,6,2024-05-25,WH-001,78,1,False,102.01,2024-05-25
1977,6,2024-05-26,WH-001,73,8,False,97.9,2024-05-26
1978,6,2024-05-27,WH-001,64,2,False,103.5,2024-05-27
1979,6,2024-05-28,WH-001,62,3,False,98.81,2024-05-28
1980,6,2024-05-29,WH-001,56,12,False,100.19,2024-05-29
1981,6,2024-05-30,WH-001,42,3,True,98.98,2024-05-30
1982,6,2024-05-31,WH-001,37,3,False,98.59,2024-05-31
1983,6,2024-06-01,WH-001,32,4,False,103.67,2024-06-01
1984,6,2024-06-02,WH-001,30,0,False,102.06,2024-06-02
1985,6,2024-06-03,WH-001,29,0,False,99.54,2024-06-03
1986,6,2024-06-04,WH-001,25,1,False,98.0,2024-06-04
1987,6,2024-06-05,WH-001,16,4,False,102.64,2024-06-05
1988,6,2024-06-06,WH-001,11,2,False,102.9,2024-06-06
1989,6,2024-06-07,WH-001,7,0,False,100.91,2024-06-07
1990,6,2024-06-08,WH-001,6,0,False,98.48,2024-06-08
1991,6,2024-06-09,WH-001,0,0,False,102.1,2024-06-09
1992,6,2024-06-10,WH-001,0,0,False,100.68,2024-06-10
1993,6,2024-06-11,WH-001,0,0,False,103.02,2024-06-11
1994,6,2024-06-12,WH-001,0,0,False,100.15,2024-06-12
1995,6,2024-06-13,WH-001,0,0,False,103.4,2024-06-13
1996,6,2024-06-14,WH-001,0,0,False,99.27,2024-06-14
1997,6,2024-06-15,WH-001,193,3,False,99.6,2024-06-15
1998,6,2024-06-16,WH-001,192,0,False,99.1,2024-06-16
1999,6,2024-06-17,WH-001,179,22,False,99.6,2024-06-17
2000,6,2024-06-18,WH-001,175,21,False,103.52,2024-06-18
2001,6,2024-06-19,WH-001,170,12,False,102.27,2024-06-19
2002,6,2024-06-20,WH-001,160,26,False,98.41,2024-06-20
2003,6,2024-06-21,WH-001,153,4,False,102.54,2024-06-21
2004,6,2024-06-22,WH-001,151,17,False,98.91,2024-06-22
2005,6,2024-06-23,WH-001,148,21,False,100.46,2024-06-23
2006,6,2024-06-24,WH-001,143,23,False,102.18,2024-06-24
2007,6,2024-06-25,WH-001,142,34,False,101.58,2024-06-25
2008,6,2024-06-26,WH-001,137,3,False,103.4,2024-06-26
2009,6,2024-06-27,WH-001,128,25,False,101.24,2024-06-27
2010,6,2024-06-28,WH-001,122,10,False,100.55,2024-06-28
2011,6,2024-06-29,WH-001,118,21,False,102.44,2024-06-29
2012,6,2024-06-30,WH-001,116,20,False,100.34,2024-06-30
2013,6,2024-07-01,WH-001,111,18,False,103.41,2024-07-01
2014,6,2024-07-02,WH-001,105,24,False,103.24,2024-07-02
2015,6,2024-07-03,WH-001,95,7,False,98.88,2024-07-03
2016,6,2024-07-04,WH-001,87,13,False,100.91,2024-07-04
2017,6,2024-07-05,WH-001,83,16,False,101.17,2024-07-05
2018,6,2024-07-06,WH-001,79,19,False,100.48,2024-07-06
2019,6,2024-07-07,WH-001,77,4,False,100.35,2024-07-07
2020,6,2024-07-08,WH-001,68,3,False,102.08,2024-07-08
2021,6,2024-07-09,WH-001,63,13,False,100.84,2024-07-09
2022,6,2024-07-10,WH-001,58,14,False,101.96,2024-07-10
2023,6,2024-07-11,WH-001,52,11,False,103.6,2024-07-11
2024,6,2024-07-12,WH-001,49,4,True,101.44,2024-07-12
2025,6,2024-07-13,WH-001,48,5,False,101.89,2024-07-13
2026,6,2024-07-14,WH-001,45,10,False,101.1,2024-07-14
2027,6,2024-07-15,WH-001,38,0,False,101.92,2024-07-15
2028,6,2024-07-16,WH-001,35,2,False,101.79,2024-07-16
2029,6,2024-07-17,WH-001,27,3,False,100.35,2024-07-17
2030,6,2024-07-18,WH-001,24,5,False,98.4,2024-07-18
2031,6,2024-07-19,WH-001,16,4,False,102.55,2024-07-19
2032,6,2024-07-20,WH-001,14,0,False,98.34,2024-07-20
2033,6,2024-07-21,WH-001,11,2,False,100.27,2024-07-21
2034,6,2024-07-22,WH-001,4,1,False,99.52,2024-07-22
2035,6,2024-07-23,WH-001,0,0,False,102.64,2024-07-23
2036,6,2024-07-24,WH-001,0,0,False,98.24,2024-07-24
2037,6,2024-07-25,WH-001,0,0,False,101.11,2024-07-25
2038,6,2024-07-26,WH-001,0,0,False,99.93,2024-07-26
2039,6,2024-07-27,WH-001,0,0,False,98.18,2024-07-27
2040,6,2024-07-28,WH-001,0,0,False,102.25,2024-07-28
2041,6,2024-07-29,WH-001,0,0,False,100.03,2024-07-29
2042,6,2024-07-30,WH-001,0,0,False,99.29,2024-07-30
2043,6,2024-07-31,WH-001,0,0,False,102.33,2024-07-31
2044,6,2024-08-01,WH-001,0,0,False,98.69,2024-08-01
2045,6,2024-08-02,WH-001,0,0,False,103.33,2024-08-02
2046,6,2024-08-03,WH-001,0,0,False,99.14,2024-08-03
2047,6,2024-08-04,WH-001,0,0,False,100.52,2024-08-04
2048,6,2024-08-05,WH-001,191,9,False,101.44,2024-08-05
2049,6,2024-08-06,WH-001,184,14,False,103.17,2024-08-06
2050,6,2024-08-07,WH-001,181,22,False,99.25,2024-08-07
2051,6,2024-08-08,WH-001,178,13,False,100.97,2024-08-08
2052,6,2024-08-09,WH-001,177,0,False,97.82,2024-08-09
2053,6,2024-08-10,WH-001,175,10,False,102.43,2024-08-10
2054,6,2024-08-11,WH-001,171,7,False,102.08,2024-08-11
2055,6,2024-08-12,WH-001,165,30,False,101.53,2024-08-12
2056,6,2024-08-13,WH-001,158,5,False,101.19,2024-08-13
2057,6,2024-08-14,WH-001,152,34,False,101.36,2024-08-14
2058,6,2024-08-15,WH-001,143,23,False,102.89,2024-08-15
2059,6,2024-08-16,WH-001,134,27,False,102.73,2024-08-16
2060,6,2024-08-17,WH-001,127,7,False,98.46,2024-08-17
2061,6,2024-08-18,WH-001,126,21,False,100.14,2024-08-18
2062,6,2024-08-19,WH-001,124,11,False,101.63,2024-08-19
2063,6,2024-08-20,WH-001,115,13,False,101.95,2024-08-20
2064,6,2024-08-21,WH-001,106,20,False,98.08,2024-08-21
2065,6,2024-08-22,WH-001,102,14,False,98.57,2024-08-22
2066,6,2024-08-23,WH-001,100,22,False,103.18,2024-08-23
2067,6,2024-08-24,WH-001,98,1,False,98.43,2024-08-24
2068,6,2024-08-25,WH-001,96,22,False,98.45,2024-08-25
2069,6,2024-08-26,WH-001,91,9,False,100.22,2024-08-26
2070,6,2024-08-27,WH-001,82,4,False,100.94,2024-08-27
2071,6,2024-08-28,WH-001,71,0,False,101.42,2024-08-28
2072,6,2024-08-29,WH-001,67,8,False,97.7,2024-08-29
2073,6,2024-08-30,WH-001,60,11,False,103.35,2024-08-30
2074,6,2024-08-31,WH-001,56,0,False,97.73,2024-08-31
2075,6,2024-09-01,WH-001,50,4,False,101.77,2024-09-01
2076,6,2024-09-02,WH-001,37,7,True,102.48,2024-09-02
2077,6,2024-09-03,WH-001,30,3,False,97.83,2024-09-03
2078,6,2024-09-04,WH-001,28,0,False,100.44,2024-09-04
2079,6,2024-09-05,WH-001,23,1,False,100.46,2024-09-05
2080,6,2024-09-06,WH-001,13,3,False,100.48,2024-09-06
2081,6,2024-09-07,WH-001,8,2,False,103.57,2024-09-07
2082,6,2024-09-08,WH-001,3,0,False,99.71,2024-09-08
2083,6,2024-09-09,WH-001,0,0,False,97.99,2024-09-09
2084,6,2024-09-10,WH-001,0,0,False,102.34,2024-09-10
2085,6,2024-09-11,WH-001,0,0,False,100.75,2024-09-11
2086,6,2024-09-12,WH-001,0,0,False,99.82,2024-09-12
2087,6,2024-09-13,WH-001,0,0,False,102.19,2024-09-13
2088,6,2024-09-14,WH-001,189,6,False,102.51,2024-09-14
2089,6,2024-09-15,WH-001,188,1,False,98.16,2024-09-15
2090,6,2024-09-16,WH-001,186,25,False,100.98,2024-09-16
2091,6,2024-09-17,WH-001,179,11,False,98.07,2024-09-17
2092,6,2024-09-18,WH-001,173,25,False,98.05,2024-09-18
2093,6,2024-09-19,WH-001,171,23,False,98.21,2024-09-19
2094,6,2024-09-20,WH-001,162,6,False,98.92,2024-09-20
2095,6,2024-09-21,WH-001,159,0,False,101.81,2024-09-21
2096,6,2024-09-22,WH-001,153,20,False,98.15,2024-09-22
2097,6,2024-09-23,WH-001,143,6,False,103.61,2024-09-23
2098,6,2024-09-24,WH-001,142,21,False,99.1,2024-09-24
2099,6,2024-09-25,WH-001,132,32,False,98.34,2024-09-25
2100,6,2024-09-26,WH-001,129,10,False,101.49,2024-09-26
2101,6,2024-09-27,WH-001,122,26,False,97.79,2024-09-27
2102,6,2024-09-28,WH-001,119,5,False,102.48,2024-09-28
2103,6,2024-09-29,WH-001,109,21,False,97.69,2024-09-29
2104,6,2024-09-30,WH-001,105,15,False,99.87,2024-09-30
2105,6,2024-10-01,WH-001,97,8,False,98.12,2024-10-01
2106,6,2024-10-02,WH-001,93,7,False,98.58,2024-10-02
2107,6,2024-10-03,WH-001,85,10,False,97.76,2024-10-03
2108,6,2024-10-04,WH-001,81,1,False,101.59,2024-10-04
2109,6,2024-10-05,WH-001,79,0,False,102.66,2024-10-05
2110,6,2024-10-06,WH-001,71,1,False,98.73,2024-10-06
2111,6,2024-10-07,WH-001,64,2,False,101.09,2024-10-07
2112,6,2024-10-08,WH-001,58,8,False,99.77,2024-10-08
2113,6,2024-10-09,WH-001,54,5,False,100.42,2024-10-09
2114,6,2024-10-10,WH-001,51,12,False,102.49,2024-10-10
2115,6,2024-10-11,WH-001,43,5,True,101.45,2024-10-11
2116,6,2024-10-12,WH-001,36,9,False,98.64,2024-10-12
2117,6,2024-10-13,WH-001,32,1,False,101.28,2024-10-13
2118,6,2024-10-14,WH-001,21,2,False,99.28,2024-10-14
2119,6,2024-10-15,WH-001,15,2,False,101.53,2024-10-15
2120,6,2024-10-16,WH-001,5,0,False,99.59,2024-10-16
2121,6,2024-10-17,WH-001,0,0,False,102.15,2024-10-17
2122,6,2024-10-18,WH-001,0,0,False,101.79,2024-10-18
2123,6,2024-10-19,WH-001,0,0,False,100.93,2024-10-19
2124,6,2024-10-20,WH-001,0,0,False,103.42,2024-10-20
2125,6,2024-10-21,WH-001,0,0,False,101.64,2024-10-21
2126,6,2024-10-22,WH-001,0,0,False,103.58,2024-10-22
2127,6,2024-10-23,WH-001,189,22,False,100.82,2024-10-23
2128,6,2024-10-24,WH-001,182,21,False,99.93,2024-10-24
2129,6,2024-10-25,WH-001,181,25,False,98.03,2024-10-25
2130,6,2024-10-26,WH-001,180,17,False,101.16,2024-10-26
2131,6,2024-10-27,WH-001,177,43,False,99.6,2024-10-27
2132,6,2024-10-28,WH-001,172,26,False,98.51,2024-10-28
2133,6,2024-10-29,WH-001,162,2,False,103.54,2024-10-29
2134,6,2024-10-30,WH-001,161,0,False,102.65,2024-10-30
2135,6,2024-10-31,WH-001,154,14,False,98.94,2024-10-31
2136,6,2024-11-01,WH-001,152,8,False,102.65,2024-11-01
2137,6,2024-11-02,WH-001,149,3,False,101.8,2024-11-02
2138,6,2024-11-03,WH-001,146,19,False,102.43,2024-11-03
2139,6,2024-11-04,WH-001,143,33,False,100.81,2024-11-04
2140,6,2024-11-05,WH-001,133,11,False,102.63,2024-11-05
2141,6,2024-11-06,WH-001,121,20,False,103.47,2024-11-06
2142,6,2024-11-07,WH-001,114,24,False,102.67,2024-11-07
2143,6,2024-11-08,WH-001,110,9,False,99.43,2024-11-08
2144,6,2024-11-09,WH-001,109,8,False,101.42,2024-11-09
2145,6,2024-11-10,WH-001,108,16,False,97.68,2024-11-10
2146,6,2024-11-11,WH-001,101,15,False,100.71,2024-11-11
2147,6,2024-11-12,WH-001,99,16,False,99.83,2024-11-12
2148,6,2024-11-13,WH-001,96,6,False,101.71,2024-11-13
2149,6,2024-11-14,WH-001,94,17,False,101.54,2024-11-14
2150,6,2024-11-15,WH-001,88,19,False,98.68,2024-11-15
2151,6,2024-11-16,WH-001,81,9,False,101.88,2024-11-16
2152,6,2024-11-17,WH-001,74,1,False,102.35,2024-11-17
2153,6,2024-11-18,WH-001,69,17,False,99.39,2024-11-18
2154,6,2024-11-19,WH-001,61,13,False,100.91,2024-11-19
2155,6,2024-11-20,WH-001,57,5,False,103.21,2024-11-20
2156,6,2024-11-21,WH-001,55,13,False,99.2,2024-11-21
2157,6,2024-11-22,WH-001,51,11,False,99.36,2024-11-22
2158,6,2024-11-23,WH-001,46,10,True,102.54,2024-11-23
2159,6,2024-11-24,WH-001,44,8,False,97.98,2024-11-24
2160,6,2024-11-25,WH-001,40,6,False,103.06,2024-11-25
2161,6,2024-11-26,WH-001,33,6,False,100.95,2024-11-26
2162,6,2024-11-27,WH-001,32,1,False,98.34,2024-11-27
2163,6,2024-11-28,WH-001,29,6,False,102.62,2024-11-28
2164,6,2024-11-29,WH-001,10,0,False,100.82,2024-11-29
2165,6,2024-11-30,WH-001,4,0,False,98.87,2024-11-30
2166,6,2024-12-01,WH-001,1,0,False,103.7,2024-12-01
2167,6,2024-12-02,WH-001,0,0,False,101.49,2024-12-02
2168,6,2024-12-03,WH-001,0,0,False,103.69,2024-12-03
2169,6,2024-12-04,WH-001,0,0,False,102.2,2024-12-04
2170,6,2024-12-05,WH-001,186,10,False,103.17,2024-12-05
2171,6,2024-12-06,WH-001,181,22,False,99.24,2024-12-06
2172,6,2024-12-07,WH-001,178,5,False,98.57,2024-12-07
2173,6,2024-12-08,WH-001,177,43,False,100.75,2024-12-08
2174,6,2024-12-09,WH-001,170,16,False,101.41,2024-12-09
2175,6,2024-12-10,WH-001,166,36,False,102.56,2024-12-10
2176,6,2024-12-11,WH-001,165,7,False,100.6,2024-12-11
2177,6,2024-12-12,WH-001,162,24,False,102.51,2024-12-12
2178,6,2024-12-13,WH-001,157,29,False,101.87,2024-12-13
2179,6,2024-12-14,WH-001,152,14,False,98.02,2024-12-14
2180,6,2024-12-15,WH-001,151,28,False,103.38,2024-12-15
2181,6,2024-12-16,WH-001,146,10,False,100.32,2024-12-16
2182,6,2024-12-17,WH-001,144,11,False,98.48,2024-12-17
2183,6,2024-12-18,WH-001,141,23,False,97.84,2024-12-18
2184,6,2024-12-19,WH-001,139,8,False,98.79,2024-12-19
2185,6,2024-12-20,WH-001,135,13,False,100.21,2024-12-20
2186,6,2024-12-21,WH-001,128,27,False,101.24,2024-12-21
2187,6,2024-12-22,WH-001,126,12,False,102.16,2024-12-22
2188,6,2024-12-23,WH-001,119,14,False,101.38,2024-12-23
2189,6,2024-12-24,WH-001,113,11,False,98.19,2024-12-24
2190,6,2024-12-25,WH-001,112,14,False,102.63,2024-12-25
2191,6,2024-12-26,WH-001,105,6,False,102.52,2024-12-26
2192,6,2024-12-27,WH-001,102,22,False,103.44,2024-12-27
2193,6,2024-12-28,WH-001,99,6,False,103.25,2024-12-28
2194,6,2024-12-29,WH-001,96,1,False,99.4,2024-12-29
2195,6,2024-12-30,WH-001,90,18,False,99.46,2024-12-30
2196,6,2024-12-31,WH-001,85,9,False,99.16,2024-12-31
2197,7,2024-01-01,WH-002,1375,253,False,11.2,2024-01-01
2198,7,2024-01-02,WH-002,1368,148,False,11.43,2024-01-02
2199,7,2024-01-03,WH-002,1346,46,False,11.08,2024-01-03
2200,7,2024-01-04,WH-002,1331,183,False,11.13,2024-01-04
2201,7,2024-01-05,WH-002,1326,155,False,10.96,2024-01-05
2202,7,2024-01-06,WH-002,1304,213,False,11.6,2024-01-06
2203,7,2024-01-07,WH-002,1283,267,False,11.53,2024-01-07
2204,7,2024-01-08,WH-002,1252,142,False,11.51,2024-01-08
2205,7,2024-01-09,WH-002,1231,180,False,11.52,2024-01-09
2206,7,2024-01-10,WH-002,1229,213,False,11.07,2024-01-10
2207,7,2024-01-11,WH-002,1219,32,False,11.23,2024-01-11
2208,7,2024-01-12,WH-002,1210,223,False,11.46,2024-01-12
2209,7,2024-01-13,WH-002,1208,20,False,11.16,2024-01-13
2210,7,2024-01-14,WH-002,1194,262,False,11.19,2024-01-14
2211,7,2024-01-15,WH-002,1188,94,False,11.14,2024-01-15
2212,7,2024-01-16,WH-002,1173,181,False,11.4,2024-01-16
2213,7,2024-01-17,WH-002,1165,78,False,11.27,2024-01-17
2214,7,2024-01-18,WH-002,1144,81,False,11.61,2024-01-18
2215,7,2024-01-19,WH-002,1143,66,False,11.31,2024-01-19
2216,7,2024-01-20,WH-002,1142,163,False,11.31,2024-01-20
2217,7,2024-01-21,WH-002,1138,10,False,11.31,2024-01-21
2218,7,2024-01-22,WH-002,1121,169,False,11.14,2024-01-22
2219,7,2024-01-23,WH-002,1116,225,False,11.55,2024-01-23
2220,7,2024-01-24,WH-002,1115,82,False,11.11,2024-01-24
2221,7,2024-01-25,WH-002,1102,239,False,11.02,2024-01-25
2222,7,2024-01-26,WH-002,1084,63,False,11.47,2024-01-26
2223,7,2024-01-27,WH-002,1064,199,False,11.03,2024-01-27
2224,7,2024-01-28,WH-002,1055,155,False,11.37,2024-01-28
2225,7,2024-01-29,WH-002,1045,100,False,11.26,2024-01-29
2226,7,2024-01-30,WH-002,1036,127,False,11.22,2024-01-30
2227,7,2024-01-31,WH-002,1033,256,False,11.01,2024-01-31
2228,7,2024-02-01,WH-002,1013,237,False,11.09,2024-02-01
2229,7,2024-02-02,WH-002,1008,13,False,11.58,2024-02-02
2230,7,2024-02-03,WH-002,1004,8,False,11.11,2024-02-03
2231,7,2024-02-04,WH-002,998,0,False,11.55,2024-02-04
2232,7,2024-02-05,WH-002,994,14,False,11.59,2024-02-05
2233,7,2024-02-06,WH-002,976,49,False,11.38,2024-02-06
2234,7,2024-02-07,WH-002,947,181,False,11.12,2024-02-07
2235,7,2024-02-08,WH-002,938,68,False,11.21,2024-02-08
2236,7,2024-02-09,WH-002,930,65,False,11.32,2024-02-09
2237,7,2024-02-10,WH-002,927,150,False,11.5,2024-02-10
2238,7,2024-02-11,WH-002,922,106,False,11.27,2024-02-11
2239,7,2024-02-12,WH-002,911,212,False,11.18,2024-02-12
2240,7,2024-02-13,WH-002,895,155,False,11.19,2024-02-13
2241,7,2024-02-14,WH-002,867,128,False,11.34,2024-02-14
2242,7,2024-02-15,WH-002,844,171,False,11.26,2024-02-15
2243,7,2024-02-16,WH-002,816,46,False,11.56,2024-02-16
2244,7,2024-02-17,WH-002,811,14,False,11.33,2024-02-17
2245,7,2024-02-18,WH-002,795,148,False,11.19,2024-02-18
2246,7,2024-02-19,WH-002,770,113,False,11.43,2024-02-19
2247,7,2024-02-20,WH-002,769,49,False,11.11,2024-02-20
2248,7,2024-02-21,WH-002,756,81,False,11.37,2024-02-21
2249,7,2024-02-22,WH-002,748,125,False,11.04,2024-02-22
2250,7,2024-02-23,WH-002,730,112,False,11.32,2024-02-23
2251,7,2024-02-24,WH-002,727,159,False,11.21,2024-02-24
2252,7,2024-02-25,WH-002,719,164,False,11.3,2024-02-25
2253,7,2024-02-26,WH-002,714,99,False,11.43,2024-02-26
2254,7,2024-02-27,WH-002,697,32,False,11.08,2024-02-27
2255,7,2024-02-28,WH-002,693,16,False,11.52,2024-02-28
2256,7,2024-02-29,WH-002,691,107,False,11.26,2024-02-29
2257,7,2024-03-01,WH-002,657,59,False,11.52,2024-03-01
2258,7,2024-03-02,WH-002,652,47,False,11.05,2024-03-02
2259,7,2024-03-03,WH-002,640,54,False,10.97,2024-03-03
2260,7,2024-03-04,WH-002,618,50,False,11.24,2024-03-04
2261,7,2024-03-05,WH-002,605,18,False,11.18,2024-03-05
2262,7,2024-03-06,WH-002,596,11,False,11.38,2024-03-06
2263,7,2024-03-07,WH-002,593,27,False,11.54,2024-03-07
2264,7,2024-03-08,WH-002,575,95,False,11.53,2024-03-08
2265,7,2024-03-09,WH-002,551,101,False,11.18,2024-03-09
2266,7,2024-03-10,WH-002,545,106,False,10.96,2024-03-10
2267,7,2024-03-11,WH-002,538,91,False,11.23,2024-03-11
2268,7,2024-03-12,WH-002,532,57,False,11.0,2024-03-12
2269,7,2024-03-13,WH-002,527,22,False,11.25,2024-03-13
2270,7,2024-03-14,WH-002,525,1,False,11.55,2024-03-14
2271,7,2024-03-15,WH-002,510,101,False,11.15,2024-03-15
2272,7,2024-03-16,WH-002,501,68,False,11.18,2024-03-16
2273,7,2024-03-17,WH-002,494,25,False,11.62,2024-03-17
2274,7,2024-03-18,WH-002,460,111,False,11.59,2024-03-18
2275,7,2024-03-19,WH-002,426,101,True,11.19,2024-03-19
2276,7,2024-03-20,WH-002,420,65,False,11.08,2024-03-20
2277,7,2024-03-21,WH-002,406,31,False,11.3,2024-03-21
2278,7,2024-03-22,WH-002,392,89,False,11.43,2024-03-22
2279,7,2024-03-23,WH-002,387,82,False,10.97,2024-03-23
2280,7,2024-03-24,WH-002,2201,245,False,11.44,2024-03-24
2281,7,2024-03-25,WH-002,2181,228,False,11.53,2024-03-25
2282,7,2024-03-26,WH-002,2177,404,False,11.54,2024-03-26
2283,7,2024-03-27,WH-002,2170,414,False,11.56,2024-03-27
2284,7,2024-03-28,WH-002,2152,95,False,11.55,2024-03-28
2285,7,2024-03-29,WH-002,2150,522,False,10.98,2024-03-29
2286,7,2024-03-30,WH-002,2141,325,False,11.59,2024-03-30
2287,7,2024-03-31,WH-002,2140,517,False,11.02,2024-03-31
2288,7,2024-04-01,WH-002,2119,378,False,11.47,2024-04-01
2289,7,2024-04-02,WH-002,2100,437,False,11.54,2024-04-02
2290,7,2024-04-03,WH-002,2082,265,False,11.05,2024-04-03
